transaction_id,booking_datetime,debit_cny,credit_cny,post_transaction_balance_cny
synb1_txn_f93407899016db7cb5d62c8f,2024-01-01T09:00:00,0.00,3424000.00,3424000.00
synb1_txn_c781cf06c2e3d542ebd5afde,2024-01-02T15:00:00,0.00,72961.93,3496961.93
synb1_txn_2f77af52652f83fab1c7d8b3,2024-01-04T09:00:00,669.78,0.00,3496292.15
synb1_txn_536931bdd507930cea2cce3a,2024-01-05T09:00:00,24500.00,0.00,3471792.15
synb1_txn_471205c5fd490b02d9788730,2024-01-06T09:00:00,9379.94,0.00,3462412.21
synb1_txn_8c0683326e957bb22dbecb54,2024-01-06T09:00:00,17932.82,0.00,3444479.39
synb1_txn_8add783f64be02908b750ae1,2024-01-07T09:00:00,105000.00,0.00,3339479.39
synb1_txn_1858ef808a9afcaae538b28f,2024-01-09T09:00:00,76101.88,0.00,3263377.51
synb1_txn_bd09a719052d3ac49384dca6,2024-01-13T09:00:00,305898.39,0.00,2957479.12
synb1_txn_64380ea5cfa81b356fa186f9,2024-01-17T09:00:00,1330.00,0.00,2956149.12
synb1_txn_d081cae4a22f047fa33197c9,2024-01-18T09:00:00,1121.29,0.00,2955027.83
synb1_txn_87a36eeb55211db32f01e983,2024-01-19T09:00:00,11041.67,0.00,2943986.16
synb1_txn_dc0853682f9ed4027393249c,2024-01-20T15:00:00,0.00,191262.61,3135248.77
synb1_txn_9fdb62c6ff53202bb7aff9eb,2024-01-21T15:00:00,0.00,127935.46,3263184.23
synb1_txn_320dcb215cc2ac5d014fb43f,2024-01-24T09:00:00,2998.99,0.00,3260185.24
synb1_txn_391ed5515cea733a474c2401,2024-01-25T09:00:00,28356.17,0.00,3231829.07
synb1_txn_d3d548c1949ba7c64f94b9a8,2024-01-28T09:00:00,23083.47,0.00,3208745.60
synb1_txn_6dfaa4efd6a28a9d0dba292a,2024-01-31T09:00:00,280000.00,0.00,2928745.60
synb1_txn_63dbb389afe06a62a745196a,2024-02-02T09:00:00,1168.58,0.00,2927577.02
synb1_txn_d334683b2d0e11ec6b5d750f,2024-02-03T15:00:00,0.00,31852.59,2959429.61
synb1_txn_401108f2492a43d8bacb05a5,2024-02-04T09:00:00,1102.98,0.00,2958326.63
synb1_txn_39a4c415da08af7b72044f89,2024-02-04T15:00:00,0.00,7110.92,2965437.55
synb1_txn_56ff3be54f205648eb210418,2024-02-05T09:00:00,24500.00,0.00,2940937.55
synb1_txn_e626cba0a30b156cb9eb4c51,2024-02-05T15:00:00,0.00,33363.37,2974300.92
synb1_txn_4c04383040c3eaedec7dd273,2024-02-06T15:00:00,0.00,467468.90,3441769.82
synb1_txn_285b91fbc5c68072775ac3ef,2024-02-07T09:00:00,105000.00,0.00,3336769.82
synb1_txn_553443bdec775f84f0759a17,2024-02-10T09:00:00,12021.66,0.00,3324748.16
synb1_txn_3f85481f59253c27745b20aa,2024-02-10T09:00:00,151620.27,0.00,3173127.89
synb1_txn_0a5147b9016b7b9ce23ba8af,2024-02-10T09:00:00,27351.88,0.00,3145776.01
synb1_txn_7adadaae17f5cd07eb928e64,2024-02-12T15:00:00,0.00,55525.18,3201301.19
synb1_txn_4458b93cbcded3dc9c0efe24,2024-02-13T09:00:00,446885.25,0.00,2754415.94
synb1_txn_75f37b19adde55cb066cfa19,2024-02-14T15:00:00,0.00,198980.04,2953395.98
synb1_txn_f08df8031410ee4d6995e6e5,2024-02-18T09:00:00,6137.53,0.00,2947258.45
synb1_txn_55e27619b8773e8c3c32fc09,2024-02-18T09:00:00,6536.00,0.00,2940722.45
synb1_txn_829f0de416d6dd1a25317285,2024-02-18T09:00:00,784.32,0.00,2939938.13
synb1_txn_27793d741c7c50587def2680,2024-02-19T15:00:00,0.00,77344.44,3017282.57
synb1_txn_54a5fbe4d6b624ddabc72613,2024-02-22T09:00:00,37706.95,0.00,2979575.62
synb1_txn_eb36926f12e39d7b343f51ad,2024-02-23T09:00:00,1206.78,0.00,2978368.84
synb1_txn_492eb8a3d3b16528720c078a,2024-02-24T09:00:00,133385.27,0.00,2844983.57
synb1_txn_1ef9dcb7fca1583e2d2dfff1,2024-02-25T15:00:00,0.00,63354.42,2908337.99
synb1_txn_c8dd1bef898a8aec3447ca8f,2024-02-25T15:00:00,0.00,49800.14,2958138.13
synb1_txn_82d20823c64d1a2e6e0e3768,2024-02-28T09:00:00,250000.00,0.00,2708138.13
synb1_txn_bc05162e8977c1dae281fa1d,2024-02-28T09:00:00,8850.38,0.00,2699287.75
synb1_txn_317be59bd8573ab244a504d5,2024-03-03T09:00:00,14490.53,0.00,2684797.22
synb1_txn_3b4b69465345c092cf63203b,2024-03-03T15:00:00,0.00,48258.10,2733055.32
synb1_txn_da39cce0749d2ce391c3d145,2024-03-04T09:00:00,81490.91,0.00,2651564.41
synb1_txn_30ca2fbdfb5ccdf3f539a146,2024-03-04T09:00:00,67289.96,0.00,2584274.45
synb1_txn_7af4be7be7f5c8c910b66afc,2024-03-04T15:00:00,0.00,106140.97,2690415.42
synb1_txn_8f698c7c60e6d5a517505e97,2024-03-05T09:00:00,24500.00,0.00,2665915.42
synb1_txn_f97f24bab3b6a9e2e6c5168d,2024-03-07T09:00:00,105000.00,0.00,2560915.42
synb1_txn_417ddcd61ba26a429924778e,2024-03-08T09:00:00,173702.67,0.00,2387212.75
synb1_txn_0d80812e50089971af0dedb6,2024-03-10T09:00:00,1133.45,0.00,2386079.30
synb1_txn_f6d65933e0bd18077f0f222c,2024-03-13T15:00:00,0.00,248605.40,2634684.70
synb1_txn_a5fd6a685a974f1b9a572cd9,2024-03-14T09:00:00,3117.77,0.00,2631566.93
synb1_txn_b05240161cf2b5b2e596d84a,2024-03-16T09:00:00,3092.61,0.00,2628474.32
synb1_txn_e21467b2481f402b35c73854,2024-03-17T09:00:00,16128.13,0.00,2612346.19
synb1_txn_16f3568f3670d2c1cfa2f29c,2024-03-18T09:00:00,35813.05,0.00,2576533.14
synb1_txn_5a5cbab654e7e8b11909ce69,2024-03-18T09:00:00,12056.00,0.00,2564477.14
synb1_txn_268b37f5a94b2fc6f88bc56d,2024-03-18T09:00:00,1446.72,0.00,2563030.42
synb1_txn_3b6978c7643dfaca94f3d75d,2024-03-18T09:00:00,4048.12,0.00,2558982.30
synb1_txn_6ae301800c8a5f11cce283cd,2024-03-18T15:00:00,0.00,19456.20,2578438.50
synb1_txn_ca2351734b93ca8376352d36,2024-03-18T15:00:00,0.00,106495.10,2684933.60
synb1_txn_c299de9f26ea7ab140eaf798,2024-03-20T15:00:00,0.00,41985.36,2726918.96
synb1_txn_e7c1d4249b908fb3adb21f6a,2024-03-21T09:00:00,11273.94,0.00,2715645.02
synb1_txn_e391cca0682052e4703f9f85,2024-03-21T09:00:00,119183.08,0.00,2596461.94
synb1_txn_c1aec8faeac9fb24a8d9fde1,2024-03-21T09:00:00,49122.60,0.00,2547339.34
synb1_txn_9394293238e28ba28ec77d0b,2024-03-24T15:00:00,0.00,15399.50,2562738.84
synb1_txn_dd6f8b8ab1e116af938a6f33,2024-03-25T09:00:00,40489.71,0.00,2522249.13
synb1_txn_e3bf366a8f690c8b42e716e5,2024-03-26T09:00:00,2566.12,0.00,2519683.01
synb1_txn_d5a5b8ca61737744c22aa01d,2024-03-27T09:00:00,220000.00,0.00,2299683.01
synb1_txn_19e60a00ef0ae9db048feb19,2024-03-28T15:00:00,0.00,266399.37,2566082.38
synb1_txn_a7b9c86b7e303e7ec468c525,2024-04-02T09:00:00,110.22,0.00,2565972.16
synb1_txn_85b04b3622ea8b07e3da1746,2024-04-02T09:00:00,97959.18,0.00,2468012.98
synb1_txn_15794a911bd24a36bd6b5e5f,2024-04-03T09:00:00,5727.94,0.00,2462285.04
synb1_txn_65b9ed400526a69c8c136a28,2024-04-05T09:00:00,24500.00,0.00,2437785.04
synb1_txn_3d4fd1089463f73e0c45911b,2024-04-05T09:00:00,73326.52,0.00,2364458.52
synb1_txn_efba609b229ce1dcdd67abef,2024-04-05T15:00:00,0.00,162773.92,2527232.44
synb1_txn_68ecb43f60526b4c38d5fad8,2024-04-07T09:00:00,5410.85,0.00,2521821.59
synb1_txn_b13eb14199758e6ebebc942a,2024-04-07T09:00:00,105000.00,0.00,2416821.59
synb1_txn_66804dee383e847a440eb595,2024-04-10T09:00:00,2249.88,0.00,2414571.71
synb1_txn_aa3e4508bb3d555c2b35c920,2024-04-10T15:00:00,0.00,474263.47,2888835.18
synb1_txn_fa49aa717d17a0a25f7b16dc,2024-04-11T09:00:00,148399.11,0.00,2740436.07
synb1_txn_ccd7fbe5d4f5ac9e11b4bd85,2024-04-14T09:00:00,171597.08,0.00,2568838.99
synb1_txn_9a22dd447c68c3afa245e924,2024-04-18T09:00:00,4196.80,0.00,2564642.19
synb1_txn_bd424fcecc5ec0e3e1155f14,2024-04-18T09:00:00,6175.00,0.00,2558467.19
synb1_txn_d7c83aecc97aca5757bb6697,2024-04-18T09:00:00,741.00,0.00,2557726.19
synb1_txn_cbc1793c8c555ca05970e81d,2024-04-19T09:00:00,3051.46,0.00,2554674.73
synb1_txn_370472457fec472c9582c18e,2024-04-19T09:00:00,77980.63,0.00,2476694.10
synb1_txn_54496a5ef664e7e44ffd04fe,2024-04-19T15:00:00,0.00,63896.53,2540590.63
synb1_txn_13715ac0f4738d2d366fd262,2024-04-20T15:00:00,0.00,65153.56,2605744.19
synb1_txn_e746cb7d5149010fb4077835,2024-04-21T15:00:00,0.00,19072.52,2624816.71
synb1_txn_c499a046604e0e2592650c3e,2024-04-22T09:00:00,57803.60,0.00,2567013.11
synb1_txn_9f7f5bad7861a72ee287b629,2024-04-23T15:00:00,0.00,42980.21,2609993.32
synb1_txn_b45711d7d482a2db0d38573e,2024-04-25T15:00:00,0.00,9259.79,2619253.11
synb1_txn_337e6b3d2c3350779c71c8a6,2024-04-26T09:00:00,1199.53,0.00,2618053.58
synb1_txn_edd6536173e55431209f3cb1,2024-05-02T09:00:00,1972.08,0.00,2616081.50
synb1_txn_6cea10c1813c6ea6ca75d9b3,2024-05-02T09:00:00,55871.15,0.00,2560210.35
synb1_txn_cae130730805644cee084d14,2024-05-03T15:00:00,0.00,44304.33,2604514.68
