transaction_id,booking_datetime,debit_cny,credit_cny,post_transaction_balance_cny
synb1_txn_db10b830c64cffe7f51939c0,2024-01-01T09:00:00,0.00,799221.75,799221.75
synb1_txn_5c27560e5397eaaaa1d11f69,2024-01-04T09:00:00,26789.06,0.00,772432.69
synb1_txn_af863f9ddc7321d6956dd6fb,2024-01-05T09:00:00,16000.00,0.00,756432.69
synb1_txn_f30437f58046d2075e211f8b,2024-01-07T09:00:00,48000.00,0.00,708432.69
synb1_txn_63763a6006194e70313244fa,2024-01-08T15:00:00,0.00,92528.77,800961.46
synb1_txn_df52d8c7e5b853d1e04e2a00,2024-01-10T09:00:00,201486.69,0.00,599474.77
synb1_txn_ac03a08b2ac68071a33a8352,2024-01-11T15:00:00,0.00,42415.22,641889.99
synb1_txn_5ebc0cf100b86cd030230716,2024-01-12T09:00:00,23404.25,0.00,618485.74
synb1_txn_03b894a950e42acde6741dab,2024-01-14T09:00:00,1.38,0.00,618484.36
synb1_txn_9efd43f2e93ccdc9fc3514be,2024-01-14T15:00:00,0.00,14110.57,632594.93
synb1_txn_56bac944ec4f987bfe743ba5,2024-01-15T15:00:00,0.00,3592.76,636187.69
synb1_txn_768ca26c7daf36d1af2c78ee,2024-01-16T15:00:00,0.00,35129.83,671317.52
synb1_txn_44737f09a1b50ea61ddd5d4e,2024-01-16T15:00:00,0.00,15696.71,687014.23
synb1_txn_0f03595a3cc45780a3500be2,2024-01-18T09:00:00,3115.16,0.00,683899.07
synb1_txn_11e414518a4f266861bf8604,2024-01-21T15:00:00,0.00,436.42,684335.49
synb1_txn_4ca1794c3f0d612ad410b167,2024-01-27T09:00:00,2020.36,0.00,682315.13
synb1_txn_ede0b88c6aa85211733fb9e4,2024-01-27T15:00:00,0.00,103996.41,786311.54
synb1_txn_57f5c641f002f8bb60a662c4,2024-01-28T09:00:00,4863.10,0.00,781448.44
synb1_txn_829323a6179d38f4ce22679b,2024-01-28T15:00:00,0.00,4093.31,785541.75
synb1_txn_bd43414d07f406515a4706b7,2024-02-03T15:00:00,0.00,14864.53,800406.28
synb1_txn_944da20980c1aa2b6a129de2,2024-02-03T15:00:00,0.00,1651.00,802057.28
synb1_txn_b4c7a15ca555b245e8906e29,2024-02-04T15:00:00,0.00,3284.13,805341.41
synb1_txn_3e06269a9b895c161c5b1e61,2024-02-04T15:00:00,0.00,42693.71,848035.12
synb1_txn_b8052bd86ab1e74dc1f1abb7,2024-02-05T09:00:00,16000.00,0.00,832035.12
synb1_txn_78dc9f4b3b2456799f8d1402,2024-02-06T15:00:00,0.00,18.42,832053.54
synb1_txn_30a44b3febad6930408fa4a3,2024-02-06T15:00:00,0.00,68563.52,900617.06
synb1_txn_6653dfb7c569791f282eea1a,2024-02-07T09:00:00,48000.00,0.00,852617.06
synb1_txn_6a0e3e079898ea49a44980ca,2024-02-08T15:00:00,0.00,9986.05,862603.11
synb1_txn_7394801a1342328608b629fb,2024-02-09T09:00:00,120049.10,0.00,742554.01
synb1_txn_667eb1b9aceea174d30e8450,2024-02-10T09:00:00,15470.90,0.00,727083.11
synb1_txn_c5e1061a22e78a7d24e6687e,2024-02-12T09:00:00,72500.00,0.00,654583.11
synb1_txn_8064085d0f193d4d90599282,2024-02-15T15:00:00,0.00,102787.98,757371.09
synb1_txn_b81da122378cd5255a9f0850,2024-02-16T09:00:00,4484.78,0.00,752886.31
synb1_txn_0d65d43046f8c68fd740566e,2024-02-16T09:00:00,120300.45,0.00,632585.86
synb1_txn_bdc2b56c9beff1e1000429a1,2024-02-16T09:00:00,17165.64,0.00,615420.22
synb1_txn_e281e95e49f04bc69912651c,2024-02-16T15:00:00,0.00,5095.67,620515.89
synb1_txn_2690b2e518fdb1df18b10d72,2024-02-17T15:00:00,0.00,16958.89,637474.78
synb1_txn_47920e426fbe9f108adce566,2024-02-18T09:00:00,18684.80,0.00,618789.98
synb1_txn_665ac5369141bfb76591cdf2,2024-02-18T09:00:00,4800.00,0.00,613989.98
synb1_txn_74cb074660acceacb7854d50,2024-02-18T09:00:00,576.00,0.00,613413.98
synb1_txn_7b5cc2e524bec4a2cf5478d3,2024-02-18T15:00:00,0.00,22886.53,636300.51
synb1_txn_84bb7009e0a80093f27b6411,2024-02-20T09:00:00,1716.19,0.00,634584.32
synb1_txn_ad10aa1ff208efc2bf624c50,2024-02-20T15:00:00,0.00,62004.08,696588.40
synb1_txn_70767c1828bcdb2808335650,2024-02-20T15:00:00,0.00,5506.42,702094.82
synb1_txn_88c2e139f1d3e43f3114c693,2024-02-22T15:00:00,0.00,76073.41,778168.23
synb1_txn_0af6e4afcdfc64902fdb5c92,2024-02-23T09:00:00,35735.19,0.00,742433.04
