transaction_id,booking_datetime,direction_cn,amount_cny,cash_flow_type_cn,usage_scope_cn
synb1_txn_db10b830c64cffe7f51939c0,2024-01-01T09:00:00,流入,799221.75,股东注资或股东借款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_5c27560e5397eaaaa1d11f69,2024-01-04T09:00:00,流出,26789.06,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_af863f9ddc7321d6956dd6fb,2024-01-05T09:00:00,流出,16000.00,支付租赁及场地费用,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_f30437f58046d2075e211f8b,2024-01-07T09:00:00,流出,48000.00,支付当期工资,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_63763a6006194e70313244fa,2024-01-08T15:00:00,流入,92528.77,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_df52d8c7e5b853d1e04e2a00,2024-01-10T09:00:00,流出,201486.69,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_ac03a08b2ac68071a33a8352,2024-01-11T15:00:00,流入,42415.22,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_5ebc0cf100b86cd030230716,2024-01-12T09:00:00,流出,23404.25,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_03b894a950e42acde6741dab,2024-01-14T09:00:00,流出,1.38,支付经营维护费用,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_9efd43f2e93ccdc9fc3514be,2024-01-14T15:00:00,流入,14110.57,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_56bac944ec4f987bfe743ba5,2024-01-15T15:00:00,流入,3592.76,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_768ca26c7daf36d1af2c78ee,2024-01-16T15:00:00,流入,35129.83,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_44737f09a1b50ea61ddd5d4e,2024-01-16T15:00:00,流入,15696.71,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_0f03595a3cc45780a3500be2,2024-01-18T09:00:00,流出,3115.16,支付经营维护费用,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_11e414518a4f266861bf8604,2024-01-21T15:00:00,流入,436.42,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_4ca1794c3f0d612ad410b167,2024-01-27T09:00:00,流出,2020.36,支付经营维护费用,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_ede0b88c6aa85211733fb9e4,2024-01-27T15:00:00,流入,103996.41,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_57f5c641f002f8bb60a662c4,2024-01-28T09:00:00,流出,4863.10,支付经营维护费用,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_829323a6179d38f4ce22679b,2024-01-28T15:00:00,流入,4093.31,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_bd43414d07f406515a4706b7,2024-02-03T15:00:00,流入,14864.53,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_944da20980c1aa2b6a129de2,2024-02-03T15:00:00,流入,1651.00,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_b4c7a15ca555b245e8906e29,2024-02-04T15:00:00,流入,3284.13,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_3e06269a9b895c161c5b1e61,2024-02-04T15:00:00,流入,42693.71,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_b8052bd86ab1e74dc1f1abb7,2024-02-05T09:00:00,流出,16000.00,支付租赁及场地费用,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_78dc9f4b3b2456799f8d1402,2024-02-06T15:00:00,流入,18.42,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_30a44b3febad6930408fa4a3,2024-02-06T15:00:00,流入,68563.52,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_6653dfb7c569791f282eea1a,2024-02-07T09:00:00,流出,48000.00,支付当期工资,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_6a0e3e079898ea49a44980ca,2024-02-08T15:00:00,流入,9986.05,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_7394801a1342328608b629fb,2024-02-09T09:00:00,流出,120049.10,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_667eb1b9aceea174d30e8450,2024-02-10T09:00:00,流出,15470.90,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_c5e1061a22e78a7d24e6687e,2024-02-12T09:00:00,流出,72500.00,支付设备合同分期款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_8064085d0f193d4d90599282,2024-02-15T15:00:00,流入,102787.98,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_b81da122378cd5255a9f0850,2024-02-16T09:00:00,流出,4484.78,支付经营维护费用,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_0d65d43046f8c68fd740566e,2024-02-16T09:00:00,流出,120300.45,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_bdc2b56c9beff1e1000429a1,2024-02-16T09:00:00,流出,17165.64,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_e281e95e49f04bc69912651c,2024-02-16T15:00:00,流入,5095.67,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_2690b2e518fdb1df18b10d72,2024-02-17T15:00:00,流入,16958.89,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_47920e426fbe9f108adce566,2024-02-18T09:00:00,流出,18684.80,缴纳企业所得税,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_665ac5369141bfb76591cdf2,2024-02-18T09:00:00,流出,4800.00,缴纳模拟增值税,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_74cb074660acceacb7854d50,2024-02-18T09:00:00,流出,576.00,缴纳附加税,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_7b5cc2e524bec4a2cf5478d3,2024-02-18T15:00:00,流入,22886.53,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_84bb7009e0a80093f27b6411,2024-02-20T09:00:00,流出,1716.19,支付经营维护费用,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_ad10aa1ff208efc2bf624c50,2024-02-20T15:00:00,流入,62004.08,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_70767c1828bcdb2808335650,2024-02-20T15:00:00,流入,5506.42,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_88c2e139f1d3e43f3114c693,2024-02-22T15:00:00,流入,76073.41,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_0af6e4afcdfc64902fdb5c92,2024-02-23T09:00:00,流出,35735.19,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_a0bb66ce1ad0418e26980190,2024-02-24T15:00:00,流入,57843.63,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_2855fc680589589ddb43e104,2024-02-26T15:00:00,流入,2782.03,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_864cc30f77c8550d07b04e16,2024-02-27T09:00:00,流出,3799.03,支付经营维护费用,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_f8ba2a366afd123812e8dc5e,2024-02-27T09:00:00,流出,34798.72,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_08a6497552a77926a5641b27,2024-03-02T09:00:00,流出,1842.61,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_4f39e1152a69c3dc8d5c42fa,2024-03-02T09:00:00,流出,189930.06,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_fd10913340fdfaa3e10feddc,2024-03-02T15:00:00,流入,38040.90,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_f2ab08b7c1a5b3647239a166,2024-03-03T09:00:00,流出,561.87,支付经营维护费用,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_b92f8ec8e9b558d0a9a3fedb,2024-03-03T09:00:00,流出,51349.94,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_1e6d5aad83811ba4bce8fd71,2024-03-03T15:00:00,流入,7702.05,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_0a44803c437842b6a3189c0c,2024-03-04T09:00:00,流出,3480.49,支付经营维护费用,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_af6a88c5a2c845279a461a7e,2024-03-05T09:00:00,流出,16000.00,支付租赁及场地费用,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_f07665964b3729ae48f20022,2024-03-07T09:00:00,流出,48000.00,支付当期工资,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_fad80876bfb2ba98bab82474,2024-03-08T09:00:00,流出,57500.00,支付设备合同分期款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_a5c36a78361915222156d44a,2024-03-09T09:00:00,流出,37215.06,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_2f6ede202188995ce75048c0,2024-03-10T09:00:00,流出,6842.11,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_9a8f1fef3e5c6d28a25cd067,2024-03-10T09:00:00,流出,1542.56,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_d631aaf9b46d16ec73a076c3,2024-03-14T15:00:00,流入,6032.89,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_0e5be9decb1288ef398ffea5,2024-03-15T15:00:00,流入,56012.23,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_35ca4141b6311cf2b280eed4,2024-03-17T15:00:00,流入,31168.99,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_b53b73e2d45267ca19b72527,2024-03-18T09:00:00,流出,20080.00,缴纳企业所得税,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_10de26cce86a71bf30b1fd7a,2024-03-18T09:00:00,流出,5000.00,缴纳模拟增值税,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_b374f41ff884f7c3195321ee,2024-03-18T09:00:00,流出,600.00,缴纳附加税,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_a70cf619215e2f382e61f3ff,2024-03-19T09:00:00,流出,18285.89,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_be67d2132244ced7ea812b4f,2024-03-19T15:00:00,流入,46193.47,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_5bfd23c57d23c64c8c13cc7f,2024-03-19T15:00:00,流入,91604.65,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_9753b8ce7036198550ef6aac,2024-03-20T15:00:00,流入,46053.55,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_d3c45f9f0553ffda799ddf3f,2024-03-21T09:00:00,流出,46271.77,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_0cbe66fc1c2c05b5a8cecdbd,2024-03-26T15:00:00,流入,167711.01,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_e9cd6db551e2b09cd16dd76a,2024-03-27T09:00:00,流出,2556.31,支付经营维护费用,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_eef5b2eec99cef97bea07cb7,2024-03-27T15:00:00,流入,61480.26,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_0c83451b3a517d8982086679,2024-03-28T09:00:00,流出,3401.33,支付经营维护费用,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_96f63d39cd16039e5c0f5a0a,2024-04-02T15:00:00,流入,7313.56,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_7025bf4711dcae9877aa0b87,2024-04-04T09:00:00,流出,1176.18,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_02aca46ab8b11075d099a5a8,2024-04-04T15:00:00,流入,10876.62,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_3e8284e847068a37b3e675c9,2024-04-05T09:00:00,流出,64.18,支付经营维护费用,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_e4fccb7b23e3824252926fc7,2024-04-05T09:00:00,流出,16000.00,支付租赁及场地费用,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_542b26ee6a17ddc22cfe7452,2024-04-05T09:00:00,流出,128581.59,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_910883140d58b586f2898e41,2024-04-06T15:00:00,流入,22582.06,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_0a4784d5fb25140800f3a064,2024-04-07T09:00:00,流出,48000.00,支付当期工资,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_a0c76e19768d2e7d9ec9b182,2024-04-07T15:00:00,流入,24875.31,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_6c7931597bb1071e125b6662,2024-04-07T15:00:00,流入,40006.25,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_80c063bf1404e0e0a43542c6,2024-04-08T09:00:00,流出,38170.46,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_7b2f1ba49ac54654e75d90c1,2024-04-09T09:00:00,流出,39213.98,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_b06842c9f1c41ff3a14738fb,2024-04-10T09:00:00,流出,4868.51,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_8b49d99a65faecbcbf2c37e3,2024-04-11T09:00:00,流出,760.70,支付经营维护费用,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_ad19ba7a6bcac7b7fdca2007,2024-04-12T09:00:00,流出,3951.75,支付经营维护费用,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_9b55e7014daa2d4fa7fa4906,2024-04-14T09:00:00,流出,3106.25,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_8fc570532da5db402f6f5857,2024-04-14T15:00:00,流入,10000.86,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_4727ca810687f6e4157bda15,2024-04-15T09:00:00,流出,4774.25,支付经营维护费用,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_6b748e2b91ac52b63158adf9,2024-04-17T09:00:00,流出,17774.95,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
