transaction_id,booking_datetime,debit_cny,credit_cny,post_transaction_balance_cny
synb1_txn_956d4a53a9ea6fb1dd7ec265,2024-01-01T09:00:00,0.00,3600000.00,3600000.00
synb1_txn_4b62e82dd5105648e00d6ac1,2024-01-03T09:00:00,60000.00,0.00,3540000.00
synb1_txn_b751f39af66aae7e9e337948,2024-01-03T09:00:00,38435.11,0.00,3501564.89
synb1_txn_b19a27a16cd38937b0840316,2024-01-05T09:00:00,37362.88,0.00,3464202.01
synb1_txn_0ef2530415da2660b3c331e9,2024-01-07T09:00:00,170379.94,0.00,3293822.07
synb1_txn_ae1f8511d888b70a70f560cb,2024-01-07T09:00:00,57289.69,0.00,3236532.38
synb1_txn_574e286a7f2cc833df10a763,2024-01-12T15:00:00,0.00,92400.00,3328932.38
synb1_txn_eb9d5f387c187cac24be00a8,2024-01-18T09:00:00,19926.85,0.00,3309005.53
synb1_txn_e83d26b40065755b65a9d5de,2024-01-20T09:00:00,19926.85,0.00,3289078.68
synb1_txn_5f698c1a9d94a8f9edfe9086,2024-01-22T15:00:00,0.00,36156.52,3325235.20
synb1_txn_b42baa3950109086c68ed723,2024-01-25T09:00:00,53012.44,0.00,3272222.76
synb1_txn_c4376c785bd154255fabce6d,2024-01-27T15:00:00,0.00,60260.86,3332483.62
synb1_txn_2d2b2c38126db4331a2e4831,2024-01-30T09:00:00,52307.98,0.00,3280175.64
synb1_txn_72a13d37559381b5b4d610d8,2024-02-01T09:00:00,24908.56,0.00,3255267.08
synb1_txn_35bd23d873be3e2f00e63b1e,2024-02-01T15:00:00,0.00,84365.24,3339632.32
synb1_txn_04108931350ffeea6b5ccc2e,2024-02-02T09:00:00,34871.99,0.00,3304760.33
synb1_txn_babf6cbd545583ac5e404ebe,2024-02-02T09:00:00,22992.52,0.00,3281767.81
synb1_txn_26e8e8e870e574c8a385ee3d,2024-02-03T09:00:00,38435.11,0.00,3243332.70
synb1_txn_463d2be30c6b3f9a2ddfb75a,2024-02-04T09:00:00,29890.27,0.00,3213442.43
synb1_txn_062ab9999e234b44fc39aaf9,2024-02-06T15:00:00,0.00,40173.91,3253616.34
synb1_txn_252248178ffcd5ac5de82af2,2024-02-07T09:00:00,170379.94,0.00,3083236.40
