calendar_date,inflow_cny,outflow_cny,transaction_count,ending_balance_cny,day_cut_basis,source_last_transaction_id,reconciliation_status,calendar_source,calendar_inference_status,is_bank_workday,business_step,target_date,execution_status
2025-01-01,3600000.00,0.00,1,3600000.00,last_posted_transaction_or_prior_closing_balance,synb1_txn_f2d200102c227d406f8c719d,trusted,historical_transaction_override,historical_transaction_override,True,1,2025-01-02,complete
2025-01-02,0.00,0.00,0,3600000.00,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,True,2,2025-01-03,complete
2025-01-03,0.00,96445.65,2,3503554.35,last_posted_transaction_or_prior_closing_balance,synb1_txn_f8ae61719547aad79e872d59,trusted,weekday_rule,base_calendar,True,3,2025-01-06,complete
2025-01-04,0.00,0.00,0,3503554.35,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,False,,,complete
2025-01-05,0.00,0.00,0,3503554.35,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,False,,,complete
2025-01-06,0.00,0.00,0,3503554.35,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,True,4,2025-01-07,complete
2025-01-07,0.00,136650.33,1,3366904.02,last_posted_transaction_or_prior_closing_balance,synb1_txn_fb7b88c0325f7530081b0ef6,trusted,weekday_rule,base_calendar,True,5,2025-01-08,complete
2025-01-08,0.00,0.00,0,3366904.02,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,True,6,2025-01-09,complete
2025-01-09,0.00,0.00,0,3366904.02,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,True,7,2025-01-10,complete
2025-01-10,0.00,0.00,0,3366904.02,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,True,8,2025-01-13,complete
2025-01-11,0.00,0.00,0,3366904.02,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,False,,,complete
2025-01-12,0.00,0.00,0,3366904.02,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,False,,,complete
2025-01-13,0.00,0.00,0,3366904.02,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,True,9,2025-01-14,complete
2025-01-14,59067.38,0.00,1,3425971.40,last_posted_transaction_or_prior_closing_balance,synb1_txn_dbbafe7ca02aa1da9711ef2c,trusted,weekday_rule,base_calendar,True,10,2025-01-15,complete
2025-01-15,0.00,46631.22,2,3379340.18,last_posted_transaction_or_prior_closing_balance,synb1_txn_5ab26ba5cd8278b1f0fe2088,trusted,weekday_rule,base_calendar,True,11,2025-01-16,complete
2025-01-16,0.00,0.00,0,3379340.18,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,True,12,2025-01-17,complete
2025-01-17,0.00,0.00,0,3379340.18,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,True,13,2025-01-18,complete
2025-01-18,65630.42,64310.04,3,3380660.56,last_posted_transaction_or_prior_closing_balance,synb1_txn_e7d183b63eed81c429c6f2f3,trusted,historical_transaction_override,historical_transaction_override,True,14,2025-01-20,complete
2025-01-19,0.00,0.00,0,3380660.56,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,False,,,complete
2025-01-20,0.00,0.00,0,3380660.56,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,True,15,2025-01-21,complete
2025-01-21,0.00,33630.36,2,3347030.20,last_posted_transaction_or_prior_closing_balance,synb1_txn_2d5e603727d42be1af69053a,trusted,weekday_rule,base_calendar,True,16,2025-01-22,complete
2025-01-22,68911.95,0.00,1,3415942.15,last_posted_transaction_or_prior_closing_balance,synb1_txn_0662bd878adda543458e04c8,trusted,weekday_rule,base_calendar,True,17,2025-01-23,complete
2025-01-23,0.00,39354.16,1,3376587.99,last_posted_transaction_or_prior_closing_balance,synb1_txn_a6361543133007b782b6cd34,trusted,weekday_rule,base_calendar,True,18,2025-01-24,complete
2025-01-24,0.00,41329.99,2,3335258.00,last_posted_transaction_or_prior_closing_balance,synb1_txn_e51cd6991230ffc3f5ac6b95,trusted,weekday_rule,base_calendar,True,19,2025-01-25,complete
2025-01-25,59004.88,54671.72,2,3339591.16,last_posted_transaction_or_prior_closing_balance,synb1_txn_e973d40ef93fd6799da44f59,trusted,historical_transaction_override,historical_transaction_override,True,20,2025-01-26,complete
2025-01-26,0.00,56364.40,2,3283226.76,last_posted_transaction_or_prior_closing_balance,synb1_txn_e6f1f0223b69f1827483dd84,trusted,gov_cn_2025_holiday_schedule_v1,base_calendar,True,21,2025-01-27,complete
2025-01-27,0.00,0.00,0,3283226.76,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,True,22,2025-01-28,complete
2025-01-28,94870.08,18638.77,3,3359458.07,last_posted_transaction_or_prior_closing_balance,synb1_txn_215e7e43d6bbad84f3cb5b8e,trusted,historical_transaction_override,historical_transaction_override,True,23,2025-01-29,complete
2025-01-29,29502.44,33213.19,2,3355747.32,last_posted_transaction_or_prior_closing_balance,synb1_txn_84200c70239670238e0b2e51,trusted,historical_transaction_override,historical_transaction_override,True,24,2025-01-31,complete
2025-01-30,0.00,0.00,0,3355747.32,last_posted_transaction_or_prior_closing_balance,,trusted,gov_cn_2025_holiday_schedule_v1,base_calendar,False,,,complete
2025-01-31,0.00,11345.35,1,3344401.97,last_posted_transaction_or_prior_closing_balance,synb1_txn_5fdcc50d7e58f8070d055952,trusted,historical_transaction_override,historical_transaction_override,True,25,2025-02-01,complete
2025-02-01,96848.59,0.00,2,3441250.56,last_posted_transaction_or_prior_closing_balance,synb1_txn_9c42dbb376ceaf3ba3103a66,trusted,historical_transaction_override,historical_transaction_override,True,26,2025-02-02,complete
2025-02-02,40565.87,0.00,1,3481816.43,last_posted_transaction_or_prior_closing_balance,synb1_txn_7d8d47fa7069edb93844cb5c,trusted,historical_transaction_override,historical_transaction_override,True,27,2025-02-03,complete
2025-02-03,0.00,36445.65,1,3445370.78,last_posted_transaction_or_prior_closing_balance,synb1_txn_5f9190a12eb41fc7ef0cd037,trusted,historical_transaction_override,historical_transaction_override,True,28,2025-02-05,complete
2025-02-04,0.00,0.00,0,3445370.78,last_posted_transaction_or_prior_closing_balance,,trusted,gov_cn_2025_holiday_schedule_v1,base_calendar,False,,,complete
2025-02-05,73598.39,0.00,2,3518969.17,last_posted_transaction_or_prior_closing_balance,synb1_txn_19471dcb76a6f1e98aa98482,trusted,weekday_rule,base_calendar,True,29,2025-02-06,complete
2025-02-06,0.00,0.00,0,3518969.17,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,True,30,2025-02-07,complete
2025-02-07,0.00,136650.33,1,3382318.84,last_posted_transaction_or_prior_closing_balance,synb1_txn_c3508d3ec109f8aa76634a18,trusted,weekday_rule,base_calendar,True,31,2025-02-08,complete
2025-02-08,0.00,0.00,0,3382318.84,last_posted_transaction_or_prior_closing_balance,,trusted,gov_cn_2025_holiday_schedule_v1,base_calendar,True,32,2025-02-10,complete
2025-02-09,0.00,0.00,0,3382318.84,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,False,,,complete
2025-02-10,0.00,0.00,0,3382318.84,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,True,33,2025-02-11,complete
2025-02-11,0.00,30845.25,1,3351473.59,last_posted_transaction_or_prior_closing_balance,synb1_txn_251e3bfe7b12dff42a979628,trusted,weekday_rule,base_calendar,True,34,2025-02-12,complete
2025-02-12,51141.83,0.00,1,3402615.42,last_posted_transaction_or_prior_closing_balance,synb1_txn_66f34b28a1923fa9313e3b4e,trusted,weekday_rule,base_calendar,True,35,2025-02-13,complete
2025-02-13,0.00,0.00,0,3402615.42,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,True,36,2025-02-14,complete
2025-02-14,0.00,12987.48,1,3389627.94,last_posted_transaction_or_prior_closing_balance,synb1_txn_3528810b87fa60316d6bbe6c,trusted,weekday_rule,base_calendar,True,37,2025-02-16,complete
2025-02-15,0.00,0.00,0,3389627.94,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,False,,,complete
2025-02-16,37372.88,0.00,1,3427000.82,last_posted_transaction_or_prior_closing_balance,synb1_txn_f520ff70df2e9c860f4ae349,trusted,historical_transaction_override,historical_transaction_override,True,38,2025-02-17,complete
2025-02-17,0.00,0.00,0,3427000.82,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,True,39,2025-02-18,complete
2025-02-18,34042.10,39449.45,2,3421593.47,last_posted_transaction_or_prior_closing_balance,synb1_txn_cdd35d89d28726ac5ffee0eb,trusted,weekday_rule,base_calendar,True,40,2025-02-19,complete
2025-02-19,0.00,11344.94,1,3410248.53,last_posted_transaction_or_prior_closing_balance,synb1_txn_faeb873810acfedab8ee98c5,trusted,weekday_rule,base_calendar,True,41,2025-02-20,complete
