transaction_id,booking_datetime,direction_cn,amount_cny,cash_flow_type_cn,usage_scope_cn
synb1_txn_86ab7ec51747bad6c52d7a62,2025-01-01T09:00:00,流入,77649051.76,股东注资或股东借款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_71e94542c0b37f0b6e565fd2,2025-01-15T09:11:17,流出,303971.26,房租或水电费,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_91689f407fb4975c1836de8c,2025-01-19T14:45:14,流出,4268022.75,原材料或采购付款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_425cbe33073b7fbfb2078df6,2025-01-20T15:15:16,流出,2958450.00,工资发放,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_92ac36b0e9a7aac197210e89,2025-01-21T16:06:47,流出,103179.63,其他已声明事项,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_31d3e76c2b753059fabd0bbc,2025-01-22T16:35:09,流出,118300.80,其他已声明事项,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_38c07c37492ffbdf11007b48,2025-01-24T10:59:00,流出,104669.00,其他已声明事项,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_a204923751b9048445efecb3,2025-01-24T16:56:48,流出,5248469.67,原材料或采购付款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_cd8bfdb09e5b982b212fac65,2025-01-28T09:22:08,流出,4859606.42,原材料或采购付款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_58c2ca49f72aa14fc5814722,2025-01-29T12:06:45,流出,5021593.30,原材料或采购付款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_9bfb6221d391b1662a63cce1,2025-02-01T09:39:53,流出,7188077.24,原材料或采购付款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_dd26576859e9fc360a473f72,2025-02-01T13:13:40,流出,2958450.00,工资发放,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_cb799745ff216cd8a24a9c99,2025-02-02T11:39:18,流出,115127.97,其他已声明事项,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_d9c5e8b2c1aca69d4917abe4,2025-02-08T13:58:04,流出,9108794.71,原材料或采购付款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_66ef5018c22d2ea976220d12,2025-02-11T14:12:24,流入,3239308.39,销售回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_b60eae4973880f46b451d7ff,2025-02-11T15:45:07,流入,3075676.96,销售回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_5a04b28ca9153c1f05fe0fa0,2025-02-15T11:30:25,流入,3147265.70,销售回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_d9f8a11be401c0a8901b6be4,2025-02-15T15:39:53,流出,303971.26,房租或水电费,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_e3da5733f90b191fd847a234,2025-02-16T09:50:58,流出,103910.65,其他已声明事项,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_842f50644052c68105625036,2025-02-16T14:55:26,流出,7379902.00,原材料或采购付款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_bf4c641c858394b1cb1f04c3,2025-02-16T16:46:35,流出,8990242.07,原材料或采购付款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_62cb97fcc3f0e7cc5d0a9f9d,2025-02-17T17:34:27,流入,3583726.15,销售回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_84ab70127e67aef964410057,2025-02-25T17:51:33,流出,107110.81,其他已声明事项,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_bf6785258ad7d1e2286f98be,2025-02-28T09:00:00,流出,683609.20,缴纳模拟增值税,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_d640f09872a864e626c1ce39,2025-02-28T09:00:00,流出,82033.10,缴纳附加税,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_70bde28ab996c5aa06a3e112,2025-03-01T12:02:28,流出,98334.96,其他已声明事项,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_34140a5c1723c05b48d69068,2025-03-02T13:42:49,流出,125688.09,其他已声明事项,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_d2369acb01454cb42bb6a8b8,2025-03-16T16:57:31,流出,102126.38,其他已声明事项,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_c0c165f58a82f8451e91e1ec,2025-03-16T17:28:02,流出,2958450.00,工资发放,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_395d7155022d99997fef07af,2025-03-19T12:37:52,流入,6806895.92,销售回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_831d383d42f4d5430299ccfb,2025-03-19T15:25:29,流出,303971.26,房租或水电费,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_d694e36d02ba1a6189456395,2025-03-19T15:59:13,流入,6877070.10,销售回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_8e2db38226f95630ea401e51,2025-03-19T16:23:05,流入,7829787.87,销售回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_2e3a37b72684161075ac89e2,2025-03-22T12:52:08,流出,9660793.11,原材料或采购付款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_9390fdedbf17db362e23c74a,2025-03-22T14:17:00,流出,9684333.05,原材料或采购付款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_c52d1064265c3abd2651bb99,2025-03-26T12:58:59,流出,9173045.46,原材料或采购付款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_b0f0bebea27ba72a63a0c62c,2025-03-28T09:00:00,流出,112746.42,缴纳企业所得税,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_21512965fbf47c9a0430c8b9,2025-03-28T09:00:00,流出,854511.50,缴纳模拟增值税,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_215485e8601b8db589a49da9,2025-03-28T09:00:00,流出,102541.38,缴纳附加税,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_d4c1eee05ba7e35c73c2f54b,2025-03-28T14:24:39,流出,8667407.45,原材料或采购付款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_53784b1f1d1e1e048958644f,2025-03-31T15:32:31,流入,7839694.81,销售回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_e6787d6f3d6dfb129cbfbaad,2025-04-05T09:09:26,流出,8425051.73,原材料或采购付款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_ca23479d55ebf60b8c2e0b2e,2025-04-05T11:11:05,流出,114092.86,其他已声明事项,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_2f4073616c27f78b29ab986f,2025-04-07T11:58:59,流入,8905026.24,销售回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_e5542757c429bca018c7770b,2025-04-11T13:36:23,流入,8816218.18,销售回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_a8b0d55879b42eea463cde38,2025-04-14T14:47:44,流出,2958450.00,工资发放,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_355ace926839d4425bb28253,2025-04-14T16:31:22,流出,303971.26,房租或水电费,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_9c540c4d38ddb6631dbb7296,2025-04-16T14:57:10,流入,9803198.65,销售回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_4c027fa105716a6741815eb8,2025-04-17T15:18:50,流入,8351994.23,销售回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_79aa477efe4b05bc668c54b6,2025-04-21T13:05:58,流出,7099822.01,原材料或采购付款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_5c0bcee14e5f8dc9c2ac39a0,2025-04-24T15:34:25,流出,104792.03,其他已声明事项,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_9e7783361265d28672b2f22f,2025-04-26T09:43:23,流出,7630819.01,原材料或采购付款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_708d7124201f259037149a71,2025-04-27T12:00:38,流出,107264.54,其他已声明事项,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_f1b8136bdf7ffda52d6d8e90,2025-04-28T09:00:00,流出,314724.24,缴纳企业所得税,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_ed869950c5fbc1375cc7909b,2025-04-28T09:00:00,流出,1025413.80,缴纳模拟增值税,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_5f6f57572322481d4fb9a4ec,2025-04-28T09:00:00,流出,123049.65,缴纳附加税,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_defcd854fed8824c05102dd7,2025-04-30T09:56:00,流出,8673202.32,原材料或采购付款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_d425540af39298b95c28e05c,2025-05-09T11:34:20,流出,6960763.52,原材料或采购付款,仅供人工查看；不得作为模型输入或导入数据库
