transaction_id,booking_datetime,direction_cn,amount_cny,cash_flow_type_cn,usage_scope_cn
synb1_txn_a0425c7bb925b95ce0a51b4a,2024-01-01T09:00:00,流入,1583600.00,股东注资或股东借款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_dc407aef93a75bbdaf842d19,2024-01-03T09:00:00,流出,65539.94,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_b5fd4cc32ab7c024f206be27,2024-01-04T15:00:00,流入,37593.15,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_5486669ed9f8d02600215efc,2024-01-05T09:00:00,流出,6500.00,支付租赁及场地费用,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_7f72913cfdaa81b678bb5563,2024-01-06T09:00:00,流出,280.75,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_fb5119b3ec733b676dad8760,2024-01-06T15:00:00,流入,26565.96,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_4847f47bd5f704484ec0d777,2024-01-07T09:00:00,流出,28000.00,支付当期工资,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_921ec4019050702336ae42dc,2024-01-08T09:00:00,流出,46100.66,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_74b96bb254295f6c1e9daccb,2024-01-10T09:00:00,流出,8137.01,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_080f09c9d7fef8b8c5092966,2024-01-14T09:00:00,流出,136.73,支付经营维护费用,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_d93a6f87eb72569c3b2396a8,2024-01-19T09:00:00,流出,5508.29,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_7799fe2468977de44da73abf,2024-01-19T15:00:00,流入,46712.06,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_4dda674e4a4d8cd3c0777d2f,2024-01-20T09:00:00,流出,829.46,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_4d55df972c6e3b44e6de3dc8,2024-01-21T09:00:00,流出,51879.89,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_3b43967aa892fab3ab98a36d,2024-01-21T15:00:00,流入,58720.83,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_0f3b6316afdf12f34865bc76,2024-01-24T09:00:00,流出,60000.00,支付设备合同分期款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_e790565cf616b47ef5f8845a,2024-01-27T09:00:00,流出,4863.27,支付经营维护费用,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_bf1ccd3bf9cc1d217078984a,2024-02-02T09:00:00,流出,2258.60,支付经营维护费用,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_1d274a80a1de0d60818751f4,2024-02-02T09:00:00,流出,332.73,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
