transaction_id,booking_datetime,debit_cny,credit_cny,post_transaction_balance_cny
synb1_txn_cc9734f798c93175f7d55653,2024-01-01T09:00:00,0.00,3600000.00,3600000.00
synb1_txn_4939e49331b35af9ee0a4b65,2024-01-03T09:00:00,60000.00,0.00,3540000.00
synb1_txn_28eba91cd4932f0ee783e4af,2024-01-03T09:00:00,29295.75,0.00,3510704.25
synb1_txn_18827805fc39c10effe0df0c,2024-01-07T09:00:00,113287.79,0.00,3397416.46
synb1_txn_9f5e0fbf92d1e051730ec95c,2024-01-07T15:00:00,0.00,10653.33,3408069.79
synb1_txn_5787a845cc62e7807ea20908,2024-01-07T15:00:00,0.00,6729.54,3414799.33
synb1_txn_3b72c1fef01cce1da389626a,2024-01-08T15:00:00,0.00,14812.11,3429611.44
synb1_txn_933952248488e29a6e305f6b,2024-01-09T15:00:00,0.00,17945.45,3447556.89
synb1_txn_30054887ad486b3b988a3af9,2024-01-11T09:00:00,60479.83,0.00,3387077.06
synb1_txn_fa47d76a68e073d10a33e137,2024-01-11T15:00:00,0.00,11380.04,3398457.10
synb1_txn_f8ab2c8a07c666cb47cbc876,2024-01-11T15:00:00,0.00,17546.67,3416003.77
synb1_txn_2ef5c8f32f8ae53de18c7485,2024-01-11T15:00:00,0.00,7370.46,3423374.23
synb1_txn_69a8e7de56e10a3275ad9ad6,2024-01-12T15:00:00,0.00,7220.03,3430594.26
synb1_txn_8f5cb3d8349977ccd0d238a7,2024-01-12T15:00:00,0.00,26319.99,3456914.25
synb1_txn_b3529990027c7b99e7ac7b46,2024-01-12T15:00:00,0.00,15951.52,3472865.77
synb1_txn_7dec9912b30921ba096e499c,2024-01-12T15:00:00,0.00,21630.68,3494496.45
synb1_txn_470a04707ccae2273e231510,2024-01-12T15:00:00,0.00,16114.32,3510610.77
synb1_txn_c326b152bfac254635698fd4,2024-01-13T15:00:00,0.00,6409.09,3517019.86
synb1_txn_5bc86340da70a88c7114f26d,2024-01-13T15:00:00,0.00,11109.08,3528128.94
synb1_txn_dddefb10774dfb9af435b83a,2024-01-15T15:00:00,0.00,6565.41,3534694.35
synb1_txn_b296987288538142116fbfc8,2024-01-16T15:00:00,0.00,8161.78,3542856.13
synb1_txn_334b666b0e1f2932f3f4624e,2024-01-16T15:00:00,0.00,9570.91,3552427.04
synb1_txn_95c3e51b0905622f336c96ed,2024-01-16T15:00:00,0.00,12628.27,3565055.31
synb1_txn_3b88625ff8ee3654b16b68e9,2024-01-16T15:00:00,0.00,12978.41,3578033.72
synb1_txn_d67fcd33e2ce76d5ce40aefb,2024-01-16T15:00:00,0.00,12085.75,3590119.47
synb1_txn_0ce1564d005db1048e7a8aa1,2024-01-17T09:00:00,74225.26,0.00,3515894.21
synb1_txn_ba6be0b38faf5b12c523e627,2024-01-17T15:00:00,0.00,6836.37,3522730.58
synb1_txn_ae50d64a278371e0ba887789,2024-01-18T09:00:00,60479.83,0.00,3462250.75
synb1_txn_64bd25645807622d4815ddaa,2024-01-18T15:00:00,0.00,7428.71,3469679.46
synb1_txn_7d9ed8c62431011687eb1772,2024-01-20T15:00:00,0.00,16363.63,3486043.09
synb1_txn_6f3dce3b232e48c97990d05f,2024-01-20T15:00:00,0.00,5317.18,3491360.27
synb1_txn_e5276394102dbcf07de276d4,2024-01-22T15:00:00,0.00,11798.56,3503158.83
synb1_txn_ae787d65b0e1223a62310109,2024-01-23T15:00:00,0.00,13946.18,3517105.01
synb1_txn_14053c233a1600b46e574123,2024-01-24T15:00:00,0.00,4486.36,3521591.37
synb1_txn_84728b769128720befae4649,2024-01-24T15:00:00,0.00,15799.80,3537391.17
synb1_txn_a3152452bf6f3ac29d0d9d3c,2024-01-24T15:00:00,0.00,15086.00,3552477.17
synb1_txn_0ee0e4b9573afeeebfa3386b,2024-01-24T15:00:00,0.00,14400.00,3566877.17
synb1_txn_df65ce628cdf1a3c7da366d1,2024-01-25T09:00:00,44745.84,0.00,3522131.33
synb1_txn_f874fa42282c905014870c7e,2024-01-25T09:00:00,71476.16,0.00,3450655.17
synb1_txn_bce7a8d11523761d3eb8222a,2024-01-27T15:00:00,0.00,16450.00,3467105.17
synb1_txn_6e82ba430f77f4b58becf4cb,2024-01-27T15:00:00,0.00,6562.91,3473668.08
synb1_txn_38410aff29258ece818208d8,2024-01-28T15:00:00,0.00,5768.18,3479436.26
synb1_txn_b2c13ede0752367794e85f5e,2024-01-28T15:00:00,0.00,11118.38,3490554.64
synb1_txn_418de02100ff752e8e68ca2a,2024-01-28T15:00:00,0.00,6704.90,3497259.54
synb1_txn_c5f65c0049ce47fc6749af95,2024-01-31T15:00:00,0.00,11750.00,3509009.54
synb1_txn_9f7ba616ce01925fd120a647,2024-02-03T09:00:00,29295.75,0.00,3479713.79
synb1_txn_d74b2b08250fa69ee260e9c1,2024-02-05T09:00:00,65039.28,0.00,3414674.51
synb1_txn_73ac611cde73e9e113a0cec4,2024-02-07T09:00:00,113287.79,0.00,3301386.72
synb1_txn_dd9f9bd88685dff12e972f4e,2024-02-07T15:00:00,0.00,10454.88,3311841.60
synb1_txn_6071b489e1af20a4cb931462,2024-02-07T15:00:00,0.00,11727.34,3323568.94
synb1_txn_5757674b81f6dc65445fb721,2024-02-08T15:00:00,0.00,16851.91,3340420.85
synb1_txn_1dbc35c67982454dbcf2d34e,2024-02-08T15:00:00,0.00,8579.15,3349000.00
synb1_txn_53464b62ad8eda19f9e158cd,2024-02-09T15:00:00,0.00,5957.74,3354957.74
synb1_txn_5c730e10bbfe07c150a229c2,2024-02-10T15:00:00,0.00,16570.84,3371528.58
synb1_txn_c4525694bf89d47c3a2c6184,2024-02-11T15:00:00,0.00,9801.45,3381330.03
synb1_txn_2ba5a0796c7a70d451d605f2,2024-02-11T15:00:00,0.00,8528.99,3389859.02
synb1_txn_3b281e3c1f09b3277b8772a1,2024-02-12T15:00:00,0.00,14073.16,3403932.18
synb1_txn_919d479831d77713ecd0922b,2024-02-12T15:00:00,0.00,15319.92,3419252.10
synb1_txn_7764d77b71f25694f69a71bf,2024-02-12T15:00:00,0.00,10485.63,3429737.73
synb1_txn_7f2dabceba33e0b32c55b626,2024-02-13T15:00:00,0.00,17975.36,3447713.09
synb1_txn_1c6b752268c9adda8e23b413,2024-02-13T15:00:00,0.00,15490.14,3463203.23
synb1_txn_3518a05f07bcb7a96bd8da55,2024-02-14T15:00:00,0.00,14409.44,3477612.67
synb1_txn_9c25cde5b72317735f2db954,2024-02-14T15:00:00,0.00,12849.45,3490462.12
synb1_txn_4a586539be78754696a19816,2024-02-16T15:00:00,0.00,13332.47,3503794.59
synb1_txn_bbbcd04850d2cdf34692ae32,2024-02-17T09:00:00,74795.20,0.00,3428999.39
synb1_txn_0fe9d5d11ae647b8f45de08b,2024-02-17T15:00:00,0.00,8238.72,3437238.11
synb1_txn_702024c76c38cbaae6aa955e,2024-02-18T15:00:00,0.00,3084.00,3440322.11
synb1_txn_df751119832ef522b7c98519,2024-02-18T15:00:00,0.00,8738.02,3449060.13
synb1_txn_346c73d415f815a24774a44c,2024-02-18T15:00:00,0.00,9790.07,3458850.20
synb1_txn_3af6b4da5780905ee03d98f7,2024-02-19T09:00:00,55283.39,0.00,3403566.81
synb1_txn_3d34edb42844e6326e61acf6,2024-02-20T15:00:00,0.00,4259.15,3407825.96
synb1_txn_8d00ee85f61c6f223d844a32,2024-02-21T15:00:00,0.00,7659.95,3415485.91
synb1_txn_2ef5e5faaa328c91b2c293d0,2024-02-22T15:00:00,0.00,6448.39,3421934.30
synb1_txn_72bcd495916fa5a2cf979e36,2024-02-22T15:00:00,0.00,17476.06,3439410.36
synb1_txn_118b310027a4aa11a7c580c8,2024-02-23T09:00:00,71543.21,0.00,3367867.15
synb1_txn_1c23f9a6ad82fc06329d6350,2024-02-24T15:00:00,0.00,5273.24,3373140.39
synb1_txn_ea58085d227a368991b62a8e,2024-02-25T09:00:00,44745.84,0.00,3328394.55
synb1_txn_23a1bfaeffe3a5ca95cf4d8f,2024-02-25T15:00:00,0.00,15887.32,3344281.87
synb1_txn_d2aafc13c18867036949a8a4,2024-02-25T15:00:00,0.00,13787.93,3358069.80
synb1_txn_9d4d4ac8b65e37dbded0713d,2024-02-25T15:00:00,0.00,9633.80,3367703.60
synb1_txn_c196dd4f18909a9e51819d9b,2024-02-25T15:00:00,0.00,8200.66,3375904.26
synb1_txn_10a52bbdbcda907da40cbeb5,2024-02-25T15:00:00,0.00,14355.33,3390259.59
synb1_txn_307f9e77bed2a61441b5da3b,2024-02-28T09:00:00,4230.00,0.00,3386029.59
synb1_txn_64f9aa3f9c3c8f916310682c,2024-02-28T09:00:00,507.60,0.00,3385521.99
synb1_txn_66e9f948bc1c0e41a2bc5ce3,2024-02-28T15:00:00,0.00,8987.68,3394509.67
synb1_txn_5d3184a2451a445663a569c7,2024-02-29T15:00:00,0.00,12709.86,3407219.53
synb1_txn_6013f8a3e2a2bdf1b64a3c5d,2024-02-29T15:00:00,0.00,13005.63,3420225.16
synb1_txn_3164af9f872a4ceff9ab5699,2024-02-29T15:00:00,0.00,22779.62,3443004.78
synb1_txn_9d172a5bc371fc51f6a78ef4,2024-02-29T15:00:00,0.00,13050.30,3456055.08
synb1_txn_458d2273d96a0a7fefd0f96d,2024-03-03T09:00:00,29295.75,0.00,3426759.33
synb1_txn_dd4dfe47b3aad2a8e17aa91b,2024-03-03T09:00:00,70920.50,0.00,3355838.83
synb1_txn_919868518e7db3aef5d5bc92,2024-03-03T15:00:00,0.00,17226.40,3373065.23
synb1_txn_99921841895fa9bba4611e30,2024-03-05T09:00:00,73757.32,0.00,3299307.91
synb1_txn_a19f4477fada8fd19006e68d,2024-03-05T15:00:00,0.00,9693.75,3309001.66
synb1_txn_264e02c35318e35597f1641c,2024-03-07T09:00:00,113287.79,0.00,3195713.87
synb1_txn_305207305a5bae39b75f8b87,2024-03-09T15:00:00,0.00,19387.50,3215101.37
synb1_txn_b483da4869fc17f02b93a0c4,2024-03-10T15:00:00,0.00,21183.89,3236285.26
synb1_txn_4540ff3b19f9459d05bd19dd,2024-03-10T15:00:00,0.00,7050.00,3243335.26
synb1_txn_fc688fab3e55db6f4b87022e,2024-03-10T15:00:00,0.00,5370.12,3248705.38
synb1_txn_967b1332af476a2030ef3d92,2024-03-11T15:00:00,0.00,12337.49,3261042.87
synb1_txn_fee74f462eb38311874a0292,2024-03-13T15:00:00,0.00,6462.50,3267505.37
synb1_txn_12a906e53ad62051cd70d1e4,2024-03-14T09:00:00,68083.68,0.00,3199421.69
synb1_txn_82f832e23720f93044a56849,2024-03-14T15:00:00,0.00,11862.98,3211284.67
synb1_txn_b224d18cb31ecb59ad425820,2024-03-14T15:00:00,0.00,19387.50,3230672.17
synb1_txn_191fc95b33e06667d6d90fe3,2024-03-14T15:00:00,0.00,8751.72,3239423.89
synb1_txn_1b9eb5e9a47414d97176294b,2024-03-14T15:00:00,0.00,7848.66,3247272.55
synb1_txn_5f49ac1545b8f11d2e6b45b0,2024-03-15T15:00:00,0.00,15421.88,3262694.43
synb1_txn_f8450ac613bc9b10bea38c39,2024-03-15T15:00:00,0.00,27215.07,3289909.50
