transaction_id,booking_datetime,debit_cny,credit_cny,post_transaction_balance_cny
synb1_txn_b422574e67ef33cb219c707b,2024-01-01T09:00:00,0.00,1754800.00,1754800.00
synb1_txn_140bd85d3f1d3ff5b56eac61,2024-01-05T09:00:00,8259.46,0.00,1746540.54
synb1_txn_a67f7c7fbacb06980f963c15,2024-01-05T09:00:00,16000.00,0.00,1730540.54
synb1_txn_7324e171604021e00d9a89c0,2024-01-07T09:00:00,48000.00,0.00,1682540.54
synb1_txn_7378e0a2f6d695d9e127f83a,2024-01-07T09:00:00,100399.12,0.00,1582141.42
synb1_txn_9638864c246b1bbade93a82e,2024-01-10T15:00:00,0.00,189874.72,1772016.14
synb1_txn_ec34fc79237e926ee67168dc,2024-01-11T15:00:00,0.00,77829.76,1849845.90
synb1_txn_30d12b9ad8892c4d68411e01,2024-01-13T15:00:00,0.00,357238.72,2207084.62
synb1_txn_1b68b2610ff004712a14de7c,2024-01-16T09:00:00,611947.47,0.00,1595137.15
synb1_txn_9d22cceb453e5cce43ac9905,2024-01-16T15:00:00,0.00,133760.55,1728897.70
synb1_txn_f9eda0896f8c190eef583473,2024-01-21T09:00:00,130053.41,0.00,1598844.29
synb1_txn_cf054eb0630e1533053c501e,2024-01-22T09:00:00,142.39,0.00,1598701.90
synb1_txn_0209be6960581912bde6bed8,2024-01-25T09:00:00,1598.15,0.00,1597103.75
synb1_txn_0469a6236f0569555268fe73,2024-01-27T15:00:00,0.00,28291.64,1625395.39
synb1_txn_6b5d031aad620d1b5b9ca569,2024-01-28T15:00:00,0.00,448004.61,2073400.00
synb1_txn_ac755a2fca5ddbf336768d2b,2024-02-03T09:00:00,340350.03,0.00,1733049.97
synb1_txn_06020e166df98cd2dc1371a1,2024-02-04T09:00:00,1865.07,0.00,1731184.90
synb1_txn_1dce4cd77daa9a85839d5ff2,2024-02-04T15:00:00,0.00,124756.92,1855941.82
synb1_txn_41126316c8865f216bd06f12,2024-02-04T15:00:00,0.00,550899.86,2406841.68
synb1_txn_cdef6068aef55a324ebf2873,2024-02-05T09:00:00,16000.00,0.00,2390841.68
synb1_txn_f2919eefb0891cdb5ec44513,2024-02-07T09:00:00,48000.00,0.00,2342841.68
synb1_txn_2d5e6c0534f6f950701157e7,2024-02-07T09:00:00,414339.66,0.00,1928502.02
synb1_txn_29af3fdc7d12d45004bb5970,2024-02-08T09:00:00,338004.48,0.00,1590497.54
synb1_txn_9758c4cee539ac4b153b93ef,2024-02-10T15:00:00,0.00,520343.22,2110840.76
synb1_txn_57216fb848bf613f97637504,2024-02-12T09:00:00,72500.00,0.00,2038340.76
synb1_txn_e9ba625f8ee78dde08a97118,2024-02-14T09:00:00,3940.93,0.00,2034399.83
synb1_txn_e6305a9207058dd6cd7c09fb,2024-02-15T15:00:00,0.00,314719.22,2349119.05
synb1_txn_84ee440df42b568846fdea97,2024-02-16T09:00:00,4695.56,0.00,2344423.49
synb1_txn_e510ec943eebb4890158ded9,2024-02-16T15:00:00,0.00,107679.63,2452103.12
synb1_txn_4b0569e33e55c46010e39056,2024-02-17T09:00:00,380.16,0.00,2451722.96
synb1_txn_6aba7373475c87fe067f93fa,2024-02-17T09:00:00,37430.70,0.00,2414292.26
synb1_txn_23a7b2d3dc242095450f33b9,2024-02-18T09:00:00,117744.00,0.00,2296548.26
synb1_txn_4115d472e43af1f3c326bd01,2024-02-18T09:00:00,19000.00,0.00,2277548.26
synb1_txn_b1b7120c3f82e27f77825a2c,2024-02-18T09:00:00,2280.00,0.00,2275268.26
synb1_txn_7be1ec31537d2cf6762ed981,2024-02-20T09:00:00,403.57,0.00,2274864.69
synb1_txn_1886f446500cfde0508ddcb6,2024-02-21T15:00:00,0.00,105536.72,2380401.41
synb1_txn_6c2b48ca13f0412934d5ecfb,2024-02-22T09:00:00,1829.64,0.00,2378571.77
synb1_txn_f6040072e7751f1d352eb9e2,2024-02-22T15:00:00,0.00,137064.43,2515636.20
synb1_txn_55c7a3e22aef3649e9ac74cd,2024-02-27T09:00:00,579.78,0.00,2515056.42
synb1_txn_850b3d8d9fe15f35b1349087,2024-02-28T09:00:00,85220.42,0.00,2429836.00
synb1_txn_6c6e85758753c4c32558f2bb,2024-03-02T09:00:00,121896.77,0.00,2307939.23
synb1_txn_365ca2b08de71c80cd499f2f,2024-03-03T15:00:00,0.00,1040.75,2308979.98
synb1_txn_5df1a2e634fca4c564b5e4fa,2024-03-05T09:00:00,16000.00,0.00,2292979.98
synb1_txn_a0f7d8e7fba326d2ea60915d,2024-03-05T09:00:00,33064.44,0.00,2259915.54
synb1_txn_0b809178b4258cab8b75a90c,2024-03-05T09:00:00,2156.63,0.00,2257758.91
synb1_txn_75ef80e83025cc5b7994d424,2024-03-06T09:00:00,203820.73,0.00,2053938.18
synb1_txn_0f7ca1984420c9d587e7af65,2024-03-07T09:00:00,48000.00,0.00,2005938.18
synb1_txn_0380a8d3bb0d42fcfd847fd4,2024-03-07T09:00:00,54298.22,0.00,1951639.96
synb1_txn_67029cd27bd8ac13a0b10fc8,2024-03-08T09:00:00,57500.00,0.00,1894139.96
synb1_txn_4de4af9d3514aaa77d8f23b5,2024-03-08T09:00:00,263479.30,0.00,1630660.66
synb1_txn_cad2117a13c6cd034bbc1bc0,2024-03-10T15:00:00,0.00,420081.74,2050742.40
synb1_txn_da3cef04f70754ab57eef9d8,2024-03-11T09:00:00,207549.09,0.00,1843193.31
synb1_txn_5bf4fd49d9952ea774857a32,2024-03-11T15:00:00,0.00,139865.34,1983058.65
synb1_txn_e8da1d107f0b7964939d7672,2024-03-12T15:00:00,0.00,50960.62,2034019.27
synb1_txn_700c64e57d1262132667e17e,2024-03-14T09:00:00,7545.36,0.00,2026473.91
synb1_txn_14bf8768c0cf0cb98ccff24d,2024-03-14T15:00:00,0.00,34264.92,2060738.83
synb1_txn_1d391d1d24b5f7cf593401eb,2024-03-15T09:00:00,2454.64,0.00,2058284.19
synb1_txn_c4404a9150ed7dc36320e58b,2024-03-15T09:00:00,2889.97,0.00,2055394.22
synb1_txn_67e41cbfad0c6f5a72dc72dd,2024-03-17T09:00:00,17060.46,0.00,2038333.76
synb1_txn_6997de1bdf4147885bd1d377,2024-03-18T09:00:00,113558.40,0.00,1924775.36
synb1_txn_8cfa3c03db21b748ce6a7d06,2024-03-18T09:00:00,18400.00,0.00,1906375.36
synb1_txn_da7a91ff03e8ba8fce050332,2024-03-18T09:00:00,2208.00,0.00,1904167.36
synb1_txn_d8a4f8d12cb0e9bdd70db914,2024-03-18T15:00:00,0.00,196177.53,2100344.89
synb1_txn_8f7a4fdffbd4d90531e417c6,2024-03-20T15:00:00,0.00,166601.63,2266946.52
synb1_txn_ac726b65cd7b5768e9889e74,2024-03-24T15:00:00,0.00,42093.03,2309039.55
synb1_txn_0551d432397bc51f6b5f9d30,2024-03-24T15:00:00,0.00,47326.79,2356366.34
synb1_txn_1e6a37055e12dc7e01249e69,2024-03-24T15:00:00,0.00,100482.25,2456848.59
synb1_txn_eafa145a37d418e7277447bc,2024-03-25T09:00:00,98869.55,0.00,2357979.04
synb1_txn_5b8cea71284786d5bdbda0fc,2024-03-26T09:00:00,151714.84,0.00,2206264.20
synb1_txn_a7531b2133730531f9bc3b72,2024-03-27T15:00:00,0.00,133311.77,2339575.97
synb1_txn_fc5e37770eaa008533e91fb9,2024-03-28T15:00:00,0.00,5291.87,2344867.84
synb1_txn_cae3cedb6abeeb1e56f1bc35,2024-03-28T15:00:00,0.00,470001.76,2814869.60
synb1_txn_aa94b33ead20043abed6a88a,2024-04-02T09:00:00,19733.40,0.00,2795136.20
synb1_txn_7a9eeceec5158b2c0f14e087,2024-04-02T09:00:00,214940.25,0.00,2580195.95
synb1_txn_6aab03c38f94c771ecae6572,2024-04-03T09:00:00,47165.72,0.00,2533030.23
synb1_txn_326e6534c95c0ad6790b3161,2024-04-03T09:00:00,129013.14,0.00,2404017.09
synb1_txn_17a31a26510e06936916cd35,2024-04-03T15:00:00,0.00,87858.69,2491875.78
