transaction_id,booking_datetime,direction_cn,amount_cny,cash_flow_type_cn,usage_scope_cn
synb1_txn_c5cc8b42b56a1628757fb222,2024-01-01T09:00:00,流入,3168000.00,股东注资或股东借款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_19a360c851d94b9dc6527575,2024-01-04T09:00:00,流出,4638.23,支付经营维护费用,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_4134f74574be94324ef710fa,2024-01-05T09:00:00,流出,24500.00,支付租赁及场地费用,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_d875cf004ed33f1fb0d47212,2024-01-05T09:00:00,流出,26399.84,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_1d7ca80bb8c0bb362938a251,2024-01-05T09:00:00,流出,146328.94,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_3c2bac806ded92ca3bbc22d5,2024-01-06T09:00:00,流出,24561.50,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_20d8911928b9bf9b5c4c8b7d,2024-01-07T09:00:00,流出,105000.00,支付当期工资,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_f0ba56d5769bd1ee5fd0988e,2024-01-10T09:00:00,流出,47624.53,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_da6d7c339ad3af310848c695,2024-01-10T15:00:00,流入,28173.92,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_05f2b1de5e048a1fd5312e55,2024-01-12T09:00:00,流出,6709.55,支付经营维护费用,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_ec468c36a80a4f30326e35db,2024-01-12T09:00:00,流出,963.71,支付经营维护费用,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_f98f4c5e76b80d495aa8f1c9,2024-01-16T09:00:00,流出,3188.51,支付经营维护费用,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_e96587c2100e3baddfd6b874,2024-01-16T09:00:00,流出,82068.76,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_280c0b3cb5ccad89de8f0d39,2024-01-16T09:00:00,流出,85635.63,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_c2b804e11e184cceba86f673,2024-01-18T15:00:00,流入,157459.71,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_ce039f0b0eb5ee041695eff5,2024-01-18T15:00:00,流入,745.10,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_b17f347cd3ebf3eb0da538db,2024-01-22T15:00:00,流入,35122.34,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_2dd2644ecfd2c0447f3dca4f,2024-01-28T15:00:00,流入,111378.93,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_2d92c4a47532b4f9a32d1165,2024-01-31T09:00:00,流出,280000.00,支付设备合同分期款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_42299927ae4cbbb91dc0cf71,2024-02-03T09:00:00,流出,72082.88,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_92c5729d1ad834b76bbda5dd,2024-02-05T09:00:00,流出,24500.00,支付租赁及场地费用,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_e401f2900af5cd098c483afb,2024-02-05T15:00:00,流入,144385.58,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_bec8745f04e6a8b2918a6c67,2024-02-06T09:00:00,流出,12600.24,支付经营维护费用,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_bef2ffc1083683f91f7c0691,2024-02-06T09:00:00,流出,3488.57,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_e7b02323415c7750223c3dd1,2024-02-07T09:00:00,流出,105000.00,支付当期工资,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_1b4e807a0027231e722b2c0c,2024-02-08T09:00:00,流出,116732.17,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_ec43ea4967842f97f5f5a585,2024-02-09T15:00:00,流入,126430.59,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_80143e3afcb2e290ca512df5,2024-02-10T09:00:00,流出,75204.34,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_6f12ec5b2f55f14a54cedbce,2024-02-11T09:00:00,流出,2648.24,支付经营维护费用,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_c479c483e8146f3be3f136cb,2024-02-13T09:00:00,流出,222099.82,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_8539744f032ed2a67a20b910,2024-02-14T15:00:00,流入,105503.59,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_b6f168c4c79e35c4d42171cf,2024-02-15T15:00:00,流入,22030.31,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_2bd01d99af8ae95c17b53ee9,2024-02-18T09:00:00,流出,826.04,缴纳企业所得税,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_b8b27f09abec355e7079fe76,2024-02-18T09:00:00,流出,5548.00,缴纳模拟增值税,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_d1ad19af5f5c289485080519,2024-02-18T09:00:00,流出,665.76,缴纳附加税,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_cd9fe481a46d454a4e39610c,2024-02-20T09:00:00,流出,216.58,支付经营维护费用,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_8a82dc1113c028ae4a7c219d,2024-02-20T15:00:00,流入,77534.42,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_b3f9ad8b3d5d4d6779b7fbf9,2024-02-21T09:00:00,流出,8491.11,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_116269bf3c280ab179501292,2024-02-21T15:00:00,流入,51480.32,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_b7b46320cea703efb1d39f86,2024-02-23T09:00:00,流出,112561.19,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_c5117bf21f53802fae79906b,2024-02-25T15:00:00,流入,386235.19,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_f844abbb06f69ffd8d67d2a2,2024-02-27T09:00:00,流出,34.94,支付经营维护费用,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_9b01609569c6481798622e7f,2024-02-27T09:00:00,流出,87693.86,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
