calendar_date,inflow_cny,outflow_cny,transaction_count,ending_balance_cny,day_cut_basis,source_last_transaction_id,reconciliation_status,calendar_source,calendar_inference_status,is_bank_workday,business_step,target_date,execution_status
2024-01-01,4672022.95,0.00,1,4672022.95,last_posted_transaction_or_prior_closing_balance,synb1_txn_713b297fe382d5a2089592b9,trusted,cn_public_2022_2026_cycles_1_0,public_schedule_without_transaction_override,False,,,complete
2024-01-02,0.00,1234.71,1,4670788.24,last_posted_transaction_or_prior_closing_balance,synb1_txn_52469e64ca7c154697b17593,trusted,cn_public_2022_2026_cycles_1_0,public_schedule_without_transaction_override,True,1,2024-01-03,complete
2024-01-03,0.00,0.00,0,4670788.24,last_posted_transaction_or_prior_closing_balance,,trusted,cn_public_2022_2026_cycles_1_0,public_schedule_without_transaction_override,True,2,2024-01-04,complete
2024-01-04,0.00,5152.56,1,4665635.68,last_posted_transaction_or_prior_closing_balance,synb1_txn_7c77a275c52e6431f5ab9385,trusted,cn_public_2022_2026_cycles_1_0,public_schedule_without_transaction_override,True,3,2024-01-05,complete
2024-01-05,223984.88,58900.00,2,4830720.56,last_posted_transaction_or_prior_closing_balance,synb1_txn_94e8027f097dc086b79070af,trusted,cn_public_2022_2026_cycles_1_0,public_schedule_without_transaction_override,True,4,2024-01-08,complete
2024-01-06,78986.24,0.00,1,4909706.80,last_posted_transaction_or_prior_closing_balance,synb1_txn_5ecae22257480de718509c7d,trusted,cn_public_2022_2026_cycles_1_0,public_schedule_without_transaction_override,False,,,complete
2024-01-07,0.00,451023.51,2,4458683.29,last_posted_transaction_or_prior_closing_balance,synb1_txn_d9d86a54d5c1fc40b6146ee3,trusted,cn_public_2022_2026_cycles_1_0,public_schedule_without_transaction_override,False,,,complete
2024-01-08,0.00,8385.82,1,4450297.47,last_posted_transaction_or_prior_closing_balance,synb1_txn_bf0e4d5f5b7148c3a8c5bdf6,trusted,cn_public_2022_2026_cycles_1_0,public_schedule_without_transaction_override,True,5,2024-01-09,complete
2024-01-09,0.00,0.00,0,4450297.47,last_posted_transaction_or_prior_closing_balance,,trusted,cn_public_2022_2026_cycles_1_0,public_schedule_without_transaction_override,True,6,2024-01-10,complete
2024-01-10,6811.69,0.00,1,4457109.16,last_posted_transaction_or_prior_closing_balance,synb1_txn_899eb68c1d33a708747afad0,trusted,cn_public_2022_2026_cycles_1_0,public_schedule_without_transaction_override,True,7,2024-01-11,complete
2024-01-11,1042304.46,504.17,2,5498909.45,last_posted_transaction_or_prior_closing_balance,synb1_txn_cdc80fb405b8f34b75ddfc40,trusted,cn_public_2022_2026_cycles_1_0,public_schedule_without_transaction_override,True,8,2024-01-12,complete
2024-01-12,0.00,14318.82,1,5484590.63,last_posted_transaction_or_prior_closing_balance,synb1_txn_769c8b82981ea9d6bc716743,trusted,cn_public_2022_2026_cycles_1_0,public_schedule_without_transaction_override,True,9,2024-01-15,complete
2024-01-13,0.00,0.00,0,5484590.63,last_posted_transaction_or_prior_closing_balance,,trusted,cn_public_2022_2026_cycles_1_0,public_schedule_without_transaction_override,False,,,complete
2024-01-14,0.00,248179.71,1,5236410.92,last_posted_transaction_or_prior_closing_balance,synb1_txn_af14962d8433c5e1329d0ff7,trusted,cn_public_2022_2026_cycles_1_0,public_schedule_without_transaction_override,False,,,complete
2024-01-15,0.00,0.00,0,5236410.92,last_posted_transaction_or_prior_closing_balance,,trusted,cn_public_2022_2026_cycles_1_0,public_schedule_without_transaction_override,True,10,2024-01-16,complete
2024-01-16,129980.80,0.00,1,5366391.72,last_posted_transaction_or_prior_closing_balance,synb1_txn_e034cfc318b5eb781465b3cb,trusted,cn_public_2022_2026_cycles_1_0,public_schedule_without_transaction_override,True,11,2024-01-17,complete
