transaction_id,booking_datetime,direction_cn,amount_cny,cash_flow_type_cn,usage_scope_cn
synb1_txn_e7d68f45491198e7a448a73c,2024-01-01T09:00:00,流入,6400000.00,股东注资或股东借款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_a7135731c084c8178bd04de3,2024-01-03T15:00:00,流入,121171.05,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_512aef4a7a6668b04a714a03,2024-01-05T09:00:00,流出,65000.00,支付租赁及场地费用,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_8a44e28be20fc9780261f6d6,2024-01-05T09:00:00,流出,250919.25,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_a42a80d91bf68478453d713a,2024-01-07T09:00:00,流出,250000.00,支付当期工资,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_e30f3cda4fad97c262a8516c,2024-01-13T09:00:00,流出,190312.75,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_e1081122017b68244106d6fd,2024-01-13T15:00:00,流入,122685.22,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_cf8b9a4c14bb89c559d72a66,2024-01-14T15:00:00,流入,67976.29,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_88e31bc1ad086c939c47c06a,2024-01-15T09:00:00,流出,880.94,支付经营维护费用,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_dd28a4e35fd88efd69138b04,2024-01-18T09:00:00,流出,31759.56,支付经营维护费用,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_16eefb0d4d5ef4817efb9869,2024-01-18T09:00:00,流出,13359.50,支付经营维护费用,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_1cac4026f31f787b9cb8627d,2024-01-19T15:00:00,流入,21183.63,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_c89e91f4d3238e368d356104,2024-01-22T15:00:00,流入,293392.17,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_f3d45061abee64bed4c11b63,2024-01-25T15:00:00,流入,11285.14,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_d205c37e9a0e978f1842f56c,2024-01-27T15:00:00,流入,330306.50,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_c108d0e01bf56d9ba30b7bae,2024-01-31T09:00:00,流出,650000.00,支付设备合同分期款,仅供人工查看；不得作为模型输入或导入数据库
