transaction_id,booking_datetime,direction_cn,amount_cny,cash_flow_type_cn,usage_scope_cn
synb1_txn_865fbeec89ba6e5f9f5f410f,2024-01-01T09:00:00,流入,520000.00,股东注资或股东借款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_9ea521e5414afd464ab16dee,2024-01-02T09:00:00,流出,25365.18,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_5c096bed05f5d35d71c3cf6a,2024-01-03T15:00:00,流入,6112.70,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_a898dfea955c2230a912e234,2024-01-04T15:00:00,流入,17123.08,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_5aa36295610add752bf07f13,2024-01-05T09:00:00,流出,6500.00,支付租赁及场地费用,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_ccb90cebb4e355eb31ab271d,2024-01-07T09:00:00,流出,27000.00,支付当期工资,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_4da06886d4e2ac68fcddb443,2024-01-09T09:00:00,流出,21260.71,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_e31de8e0b37d378cbaa6b9db,2024-01-09T09:00:00,流出,102594.61,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_98be1d71fa0389a8239893ed,2024-01-14T15:00:00,流入,12685.88,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_1acd0e8b656a9f24dd65bfe0,2024-01-17T09:00:00,流出,1764.22,支付经营维护费用,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_2b4ce8f40e01b96a4796c203,2024-01-17T09:00:00,流出,291.93,支付经营维护费用,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_37fb34149392fb4e2778cb57,2024-01-20T15:00:00,流入,54743.15,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_d398d1608db560150aedd52d,2024-01-21T15:00:00,流入,14511.20,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_e50ab7aa9658aa79b77ed159,2024-01-23T09:00:00,流出,2271.39,支付经营维护费用,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_37aee1d478d95126e1a5db45,2024-01-25T09:00:00,流出,1172.46,支付经营维护费用,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_f800e5d9f9fe7f0dfcf53211,2024-01-25T09:00:00,流出,4431.49,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_462659915e8b50e4d8900fa9,2024-01-27T09:00:00,流出,5314.17,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_f69a9a1fbc8a8e9d489e930b,2024-01-27T09:00:00,流出,13983.84,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_12d1b86d4bf725cfb0a19fa0,2024-01-27T15:00:00,流入,26423.93,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_a9b688a0477a1380644dd4d9,2024-01-28T15:00:00,流入,400.06,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_9c6914f3e2d0d8a98d398a96,2024-02-02T09:00:00,流出,30153.72,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_deda819262caea77e1ac2d14,2024-02-03T15:00:00,流入,25962.33,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
