calendar_date,inflow_cny,outflow_cny,transaction_count,ending_balance_cny,day_cut_basis,source_last_transaction_id,reconciliation_status,calendar_source,calendar_inference_status,is_bank_workday,business_step,target_date,execution_status
2025-01-01,3600000.00,0.00,1,3600000.00,last_posted_transaction_or_prior_closing_balance,synb1_txn_55d04f688bb7ff18be31362d,trusted,historical_transaction_override,historical_transaction_override,True,1,2025-01-02,complete
2025-01-02,0.00,0.00,0,3600000.00,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,True,2,2025-01-03,complete
2025-01-03,0.00,98255.85,2,3501744.15,last_posted_transaction_or_prior_closing_balance,synb1_txn_3800787d9b34231c37007543,trusted,weekday_rule,base_calendar,True,3,2025-01-06,complete
2025-01-04,0.00,0.00,0,3501744.15,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,False,,,complete
2025-01-05,0.00,0.00,0,3501744.15,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,False,,,complete
2025-01-06,0.00,0.00,0,3501744.15,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,True,4,2025-01-07,complete
2025-01-07,0.00,157628.32,1,3344115.83,last_posted_transaction_or_prior_closing_balance,synb1_txn_9dbfb0d1fee7fff7b421e86d,trusted,weekday_rule,base_calendar,True,5,2025-01-08,complete
2025-01-08,0.00,0.00,0,3344115.83,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,True,6,2025-01-09,complete
2025-01-09,0.00,0.00,0,3344115.83,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,True,7,2025-01-10,complete
2025-01-10,24652.81,0.00,1,3368768.64,last_posted_transaction_or_prior_closing_balance,synb1_txn_cf63a4a973c2ccf24fd48a6d,trusted,weekday_rule,base_calendar,True,8,2025-01-11,complete
2025-01-11,0.00,38479.65,1,3330288.99,last_posted_transaction_or_prior_closing_balance,synb1_txn_7bfe960a1e3979e1bd029555,trusted,historical_transaction_override,historical_transaction_override,True,9,2025-01-13,complete
2025-01-12,0.00,0.00,0,3330288.99,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,False,,,complete
2025-01-13,5622.67,0.00,1,3335911.66,last_posted_transaction_or_prior_closing_balance,synb1_txn_d8b762edd12ca1e5d771670d,trusted,weekday_rule,base_calendar,True,10,2025-01-14,complete
2025-01-14,11790.48,35401.29,2,3312300.85,last_posted_transaction_or_prior_closing_balance,synb1_txn_97488445e9b809515d96695f,trusted,weekday_rule,base_calendar,True,11,2025-01-15,complete
2025-01-15,0.00,0.00,0,3312300.85,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,True,12,2025-01-16,complete
2025-01-16,17492.77,0.00,1,3329793.62,last_posted_transaction_or_prior_closing_balance,synb1_txn_2ce5f4aa23a39124e450a8df,trusted,weekday_rule,base_calendar,True,13,2025-01-17,complete
2025-01-17,43546.61,0.00,3,3373340.23,last_posted_transaction_or_prior_closing_balance,synb1_txn_b592c4698817305259393d94,trusted,weekday_rule,base_calendar,True,14,2025-01-18,complete
2025-01-18,20466.55,32322.91,2,3361483.87,last_posted_transaction_or_prior_closing_balance,synb1_txn_9c4b051ad3d5fe35aa61acbe,trusted,historical_transaction_override,historical_transaction_override,True,15,2025-01-20,complete
2025-01-19,0.00,0.00,0,3361483.87,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,False,,,complete
2025-01-20,11661.86,0.00,1,3373145.73,last_posted_transaction_or_prior_closing_balance,synb1_txn_3b8c10f10c4f59c232484634,trusted,weekday_rule,base_calendar,True,16,2025-01-21,complete
2025-01-21,25175.03,32322.91,3,3365997.85,last_posted_transaction_or_prior_closing_balance,synb1_txn_18d1e93312e026022873fe5f,trusted,weekday_rule,base_calendar,True,17,2025-01-22,complete
2025-01-22,51440.73,0.00,4,3417438.58,last_posted_transaction_or_prior_closing_balance,synb1_txn_e9c259f0f3b952d140d965df,trusted,weekday_rule,base_calendar,True,18,2025-01-23,complete
2025-01-23,12755.15,0.00,1,3430193.73,last_posted_transaction_or_prior_closing_balance,synb1_txn_ff92828821387b2656d484c4,trusted,weekday_rule,base_calendar,True,19,2025-01-24,complete
2025-01-24,10738.62,37753.62,2,3403178.73,last_posted_transaction_or_prior_closing_balance,synb1_txn_f567857b48abbf47415c301d,trusted,weekday_rule,base_calendar,True,20,2025-01-25,complete
