calendar_date,inflow_cny,outflow_cny,transaction_count,ending_balance_cny,day_cut_basis,source_last_transaction_id,reconciliation_status,calendar_source,calendar_inference_status,is_bank_workday,business_step,target_date,execution_status
2025-01-01,11939464.76,0.00,1,11939464.76,last_posted_transaction_or_prior_closing_balance,synb1_txn_9ca2b7b6b379ad8064c4123f,trusted,historical_transaction_override,historical_transaction_override,True,1,2025-01-02,complete
2025-01-02,0.00,0.00,0,11939464.76,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,True,2,2025-01-03,complete
2025-01-03,0.00,0.00,0,11939464.76,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,True,3,2025-01-06,complete
2025-01-04,0.00,0.00,0,11939464.76,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,False,,,complete
2025-01-05,0.00,0.00,0,11939464.76,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,False,,,complete
2025-01-06,0.00,0.00,0,11939464.76,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,True,4,2025-01-07,complete
2025-01-07,0.00,0.00,0,11939464.76,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,True,5,2025-01-08,complete
2025-01-08,0.00,0.00,0,11939464.76,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,True,6,2025-01-09,complete
2025-01-09,0.00,0.00,0,11939464.76,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,True,7,2025-01-10,complete
2025-01-10,0.00,55678.42,1,11883786.34,last_posted_transaction_or_prior_closing_balance,synb1_txn_a11502e2eedfaaa9b6c7da98,trusted,weekday_rule,base_calendar,True,8,2025-01-11,complete
2025-01-11,0.00,43847.12,1,11839939.22,last_posted_transaction_or_prior_closing_balance,synb1_txn_2a523d0f62556bd1618b3c2c,trusted,historical_transaction_override,historical_transaction_override,True,9,2025-01-13,complete
2025-01-12,0.00,0.00,0,11839939.22,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,False,,,complete
2025-01-13,0.00,0.00,0,11839939.22,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,True,10,2025-01-14,complete
2025-01-14,0.00,0.00,0,11839939.22,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,True,11,2025-01-15,complete
2025-01-15,0.00,22703.28,1,11817235.94,last_posted_transaction_or_prior_closing_balance,synb1_txn_329a3ab5c3c50ddc8bdeb00b,trusted,weekday_rule,base_calendar,True,12,2025-01-16,complete
2025-01-16,0.00,18964.82,1,11798271.12,last_posted_transaction_or_prior_closing_balance,synb1_txn_4164c871270068a62302106f,trusted,weekday_rule,base_calendar,True,13,2025-01-17,complete
