transaction_id,booking_datetime,direction_cn,amount_cny,cash_flow_type_cn,usage_scope_cn
synb1_txn_07823e68af0d17e706c73251,2024-01-01T09:00:00,流入,1050000.00,股东注资或股东借款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_cc2a853649262eb05c4495f1,2024-01-03T09:00:00,流出,42.13,支付经营维护费用,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_39af3b373415be76eea8a543,2024-01-03T15:00:00,流入,3309.51,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_8368be14185f30f19a2316db,2024-01-05T09:00:00,流出,7500.00,支付租赁及场地费用,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_f138ed1b1c1ec19d576907bc,2024-01-05T15:00:00,流入,32992.73,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_2eb4f09e8ee56dc7c345f6dd,2024-01-07T09:00:00,流出,34000.00,支付当期工资,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_d9ae3c97a0eab7f9a1e19f1f,2024-01-09T09:00:00,流出,114765.17,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_f229d06398a1c269925e6ec2,2024-01-13T15:00:00,流入,40731.75,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_e2106274a313b062548ca787,2024-01-15T09:00:00,流出,1110.00,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_94ae22cab133749608ecc776,2024-01-19T09:00:00,流出,1076.77,支付经营维护费用,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_f871c85e0374e674685b9baa,2024-01-20T09:00:00,流出,539.95,支付经营维护费用,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_f11ee4d5c545c03387523e78,2024-01-22T09:00:00,流出,5341.15,支付经营维护费用,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_9533f4b23122fe56772207e3,2024-01-24T15:00:00,流入,84966.01,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_debc8ccdae0b141d0317e840,2024-01-27T09:00:00,流出,76764.83,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
