calendar_date,inflow_cny,outflow_cny,transaction_count,ending_balance_cny,day_cut_basis,source_last_transaction_id,reconciliation_status,calendar_source,calendar_inference_status,is_bank_workday,business_step,target_date,execution_status
2024-01-01,3600000.00,0.00,1,3600000.00,last_posted_transaction_or_prior_closing_balance,synb1_txn_3459fed63a3dd3f45e10147c,trusted,weekday_rule,base_calendar,True,1,2024-01-02,complete
2024-01-02,0.00,0.00,0,3600000.00,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,True,2,2024-01-03,complete
2024-01-03,0.00,106057.94,2,3493942.06,last_posted_transaction_or_prior_closing_balance,synb1_txn_da528c4ec3df32852788d81e,trusted,weekday_rule,base_calendar,True,3,2024-01-04,complete
2024-01-04,0.00,0.00,0,3493942.06,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,True,4,2024-01-05,complete
2024-01-05,0.00,0.00,0,3493942.06,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,True,5,2024-01-07,complete
2024-01-06,0.00,0.00,0,3493942.06,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,False,,,complete
2024-01-07,0.00,159839.19,1,3334102.87,last_posted_transaction_or_prior_closing_balance,synb1_txn_fac0bb8777cb33c33d5b57ba,trusted,historical_transaction_override,historical_transaction_override,True,6,2024-01-08,complete
2024-01-08,0.00,0.00,0,3334102.87,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,True,7,2024-01-09,complete
2024-01-09,0.00,0.00,0,3334102.87,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,True,8,2024-01-10,complete
2024-01-10,0.00,0.00,0,3334102.87,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,True,9,2024-01-11,complete
2024-01-11,0.00,0.00,0,3334102.87,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,True,10,2024-01-12,complete
2024-01-12,0.00,0.00,0,3334102.87,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,True,11,2024-01-13,complete
2024-01-13,43866.66,38643.80,2,3339325.73,last_posted_transaction_or_prior_closing_balance,synb1_txn_069321a6819cd28e21b2ff86,trusted,historical_transaction_override,historical_transaction_override,True,12,2024-01-15,complete
2024-01-14,0.00,0.00,0,3339325.73,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,False,,,complete
2024-01-15,0.00,0.00,0,3339325.73,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,True,13,2024-01-16,complete
2024-01-16,0.00,0.00,0,3339325.73,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,True,14,2024-01-17,complete
2024-01-17,0.00,0.00,0,3339325.73,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,True,15,2024-01-18,complete
2024-01-18,43866.66,35423.50,2,3347768.89,last_posted_transaction_or_prior_closing_balance,synb1_txn_ed47973c1e7c19ab56e9e6c8,trusted,weekday_rule,base_calendar,True,16,2024-01-19,complete
2024-01-19,0.00,0.00,0,3347768.89,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,True,17,2024-01-20,complete
2024-01-20,0.00,83728.24,1,3264040.65,last_posted_transaction_or_prior_closing_balance,synb1_txn_03a897a5d690bc25fef985c8,trusted,historical_transaction_override,historical_transaction_override,True,18,2024-01-22,complete
2024-01-21,0.00,0.00,0,3264040.65,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,False,,,complete
2024-01-22,0.00,0.00,0,3264040.65,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,True,19,2024-01-23,complete
2024-01-23,39480.00,0.00,1,3303520.65,last_posted_transaction_or_prior_closing_balance,synb1_txn_287891861c1f50822047bf51,trusted,weekday_rule,base_calendar,True,20,2024-01-24,complete
2024-01-24,0.00,74067.29,1,3229453.36,last_posted_transaction_or_prior_closing_balance,synb1_txn_b351661a406768225cc7a488,trusted,weekday_rule,base_calendar,True,21,2024-01-25,complete
2024-01-25,0.00,83560.35,1,3145893.01,last_posted_transaction_or_prior_closing_balance,synb1_txn_ec715d606b3e2e0082982435,trusted,weekday_rule,base_calendar,True,22,2024-01-26,complete
2024-01-26,0.00,64406.34,1,3081486.67,last_posted_transaction_or_prior_closing_balance,synb1_txn_d7adf2e70c5a85f423545641,trusted,weekday_rule,base_calendar,True,23,2024-01-28,complete
2024-01-27,0.00,0.00,0,3081486.67,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,False,,,complete
2024-01-28,85540.04,0.00,2,3167026.71,last_posted_transaction_or_prior_closing_balance,synb1_txn_4d28594c1540f7a2df98ef5f,trusted,historical_transaction_override,historical_transaction_override,True,24,2024-01-29,complete
2024-01-29,0.00,0.00,0,3167026.71,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,True,25,2024-01-30,complete
2024-01-30,0.00,0.00,0,3167026.71,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,True,26,2024-01-31,complete
2024-01-31,0.00,0.00,0,3167026.71,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,True,27,2024-02-01,complete
2024-02-01,0.00,0.00,0,3167026.71,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,True,28,2024-02-02,complete
2024-02-02,92119.99,0.00,2,3259146.70,last_posted_transaction_or_prior_closing_balance,synb1_txn_fba56095714691854f2eeca3,trusted,weekday_rule,base_calendar,True,29,2024-02-03,complete
2024-02-03,0.00,46057.94,1,3213088.76,last_posted_transaction_or_prior_closing_balance,synb1_txn_0f58ec9a21d93f3199f28761,trusted,historical_transaction_override,historical_transaction_override,True,30,2024-02-04,complete
2024-02-04,59220.00,0.00,1,3272308.76,last_posted_transaction_or_prior_closing_balance,synb1_txn_bdd52fb098e13cf2fb741a9a,trusted,historical_transaction_override,historical_transaction_override,True,31,2024-02-05,complete
2024-02-05,0.00,0.00,0,3272308.76,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,True,32,2024-02-06,complete
2024-02-06,0.00,0.00,0,3272308.76,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,True,33,2024-02-07,complete
2024-02-07,41673.33,159839.19,2,3154142.90,last_posted_transaction_or_prior_closing_balance,synb1_txn_7665ee2a0fda59384428e6d3,trusted,weekday_rule,base_calendar,True,34,2024-02-08,complete
2024-02-08,0.00,48304.75,1,3105838.15,last_posted_transaction_or_prior_closing_balance,synb1_txn_b8bbe7860e607e9540a8bd94,trusted,weekday_rule,base_calendar,True,35,2024-02-09,complete
2024-02-09,0.00,0.00,0,3105838.15,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,True,36,2024-02-10,complete
2024-02-10,0.00,53226.86,1,3052611.29,last_posted_transaction_or_prior_closing_balance,synb1_txn_951d11fb1cd1560c91612f5e,trusted,historical_transaction_override,historical_transaction_override,True,37,2024-02-12,complete
2024-02-11,0.00,0.00,0,3052611.29,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,False,,,complete
2024-02-12,75931.11,0.00,2,3128542.40,last_posted_transaction_or_prior_closing_balance,synb1_txn_c9818684250a25017a0dd6cc,trusted,weekday_rule,base_calendar,True,38,2024-02-13,complete
2024-02-13,0.00,0.00,0,3128542.40,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,True,39,2024-02-14,complete
2024-02-14,21933.33,0.00,1,3150475.73,last_posted_transaction_or_prior_closing_balance,synb1_txn_2e40c5918a644a858f1da3c1,trusted,weekday_rule,base_calendar,True,40,2024-02-15,complete
2024-02-15,0.00,0.00,0,3150475.73,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,True,41,2024-02-16,complete
2024-02-16,0.00,0.00,0,3150475.73,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,True,42,2024-02-17,complete
2024-02-17,118857.82,75638.17,4,3193695.38,last_posted_transaction_or_prior_closing_balance,synb1_txn_81ef1107e6a6fe8935917299,trusted,historical_transaction_override,historical_transaction_override,True,43,2024-02-19,complete
2024-02-18,0.00,0.00,0,3193695.38,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,False,,,complete
2024-02-19,39480.00,0.00,1,3233175.38,last_posted_transaction_or_prior_closing_balance,synb1_txn_ab517a9eade5f640e9924a83,trusted,weekday_rule,base_calendar,True,44,2024-02-20,complete
2024-02-20,0.00,0.00,0,3233175.38,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,True,45,2024-02-21,complete
2024-02-21,0.00,61631.10,1,3171544.28,last_posted_transaction_or_prior_closing_balance,synb1_txn_1acffe7d0b59bfa5027a362c,trusted,weekday_rule,base_calendar,True,46,2024-02-22,complete
2024-02-22,67784.44,0.00,2,3239328.72,last_posted_transaction_or_prior_closing_balance,synb1_txn_2af2c374368b248e45d5750d,trusted,weekday_rule,base_calendar,True,47,2024-02-23,complete
2024-02-23,0.00,0.00,0,3239328.72,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,True,48,2024-02-25,complete
2024-02-24,0.00,0.00,0,3239328.72,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,False,,,complete
2024-02-25,0.00,83560.35,1,3155768.37,last_posted_transaction_or_prior_closing_balance,synb1_txn_c0af75421db505b1129308aa,trusted,historical_transaction_override,historical_transaction_override,True,49,2024-02-26,complete
2024-02-26,0.00,0.00,0,3155768.37,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,True,50,2024-02-27,complete
2024-02-27,91388.88,0.00,2,3247157.25,last_posted_transaction_or_prior_closing_balance,synb1_txn_e0a0128d6b65a4db2e28e901,trusted,weekday_rule,base_calendar,True,51,2024-02-28,complete
2024-02-28,0.00,10499.40,3,3236657.85,last_posted_transaction_or_prior_closing_balance,synb1_txn_f602d7df4975a71397dc0423,trusted,weekday_rule,base_calendar,True,52,2024-02-29,complete
2024-02-29,0.00,0.00,0,3236657.85,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,True,53,2024-03-01,complete
2024-03-01,0.00,0.00,0,3236657.85,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,True,54,2024-03-03,complete
2024-03-02,0.00,0.00,0,3236657.85,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,False,,,complete
2024-03-03,92746.66,46057.94,3,3283346.57,last_posted_transaction_or_prior_closing_balance,synb1_txn_56c1787cfa90637ab8988eae,trusted,historical_transaction_override,historical_transaction_override,True,55,2024-03-04,complete
2024-03-04,0.00,78439.59,1,3204906.98,last_posted_transaction_or_prior_closing_balance,synb1_txn_48474c281a0bb308394a4fb3,trusted,weekday_rule,base_calendar,True,56,2024-03-05,complete
2024-03-05,54833.33,103552.32,3,3156187.99,last_posted_transaction_or_prior_closing_balance,synb1_txn_01eadfb6589bfa953d0dfda1,trusted,weekday_rule,base_calendar,True,57,2024-03-06,complete
2024-03-06,0.00,0.00,0,3156187.99,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,True,58,2024-03-07,complete
2024-03-07,0.00,261140.31,3,2895047.68,last_posted_transaction_or_prior_closing_balance,synb1_txn_5f6038837921df7caae269a8,trusted,weekday_rule,base_calendar,True,59,2024-03-08,complete
2024-03-08,36555.55,0.00,1,2931603.23,last_posted_transaction_or_prior_closing_balance,synb1_txn_11b090a2c49a67bb56ab9999,trusted,weekday_rule,base_calendar,True,60,2024-03-11,complete
2024-03-09,0.00,0.00,0,2931603.23,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,False,,,complete
2024-03-10,0.00,0.00,0,2931603.23,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,False,,,complete
2024-03-11,33256.31,0.00,1,2964859.54,last_posted_transaction_or_prior_closing_balance,synb1_txn_cc2cb8fc7458de2f51280517,trusted,weekday_rule,base_calendar,True,61,2024-03-12,complete
2024-03-12,0.00,0.00,0,2964859.54,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,True,62,2024-03-13,complete
2024-03-13,67888.88,0.00,1,3032748.42,last_posted_transaction_or_prior_closing_balance,synb1_txn_d608f4046220540d86fd0441,trusted,weekday_rule,base_calendar,True,63,2024-03-14,complete
2024-03-14,0.00,0.00,0,3032748.42,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,True,64,2024-03-15,complete
2024-03-15,20888.88,0.00,1,3053637.30,last_posted_transaction_or_prior_closing_balance,synb1_txn_59df646ac3d320ff43b48cf6,trusted,weekday_rule,base_calendar,True,65,2024-03-16,complete
2024-03-16,28505.41,0.00,1,3082142.71,last_posted_transaction_or_prior_closing_balance,synb1_txn_d6f626a8cf983517e9371e40,trusted,historical_transaction_override,historical_transaction_override,True,66,2024-03-18,complete
2024-03-17,0.00,0.00,0,3082142.71,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,False,,,complete
2024-03-18,0.00,61531.05,1,3020611.66,last_posted_transaction_or_prior_closing_balance,synb1_txn_eba9d5fd97fcd3396aa440ff,trusted,weekday_rule,base_calendar,True,67,2024-03-19,complete
