calendar_date,inflow_cny,outflow_cny,transaction_count,ending_balance_cny,day_cut_basis,source_last_transaction_id,reconciliation_status,calendar_source,calendar_inference_status,is_bank_workday,business_step,target_date,execution_status
2024-01-01,3600000.00,0.00,1,3600000.00,last_posted_transaction_or_prior_closing_balance,synb1_txn_d83eac77e9e0613bc5c97639,trusted,weekday_rule,base_calendar,True,1,2024-01-02,complete
2024-01-02,0.00,0.00,0,3600000.00,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,True,2,2024-01-03,complete
2024-01-03,0.00,94952.84,2,3505047.16,last_posted_transaction_or_prior_closing_balance,synb1_txn_e1ffcc1baafbaacce081a016,trusted,weekday_rule,base_calendar,True,3,2024-01-04,complete
2024-01-04,7639.50,0.00,1,3512686.66,last_posted_transaction_or_prior_closing_balance,synb1_txn_8dca0d41638ba1bfdabf9174,trusted,weekday_rule,base_calendar,True,4,2024-01-05,complete
2024-01-05,17158.24,0.00,1,3529844.90,last_posted_transaction_or_prior_closing_balance,synb1_txn_755fcef1e5f4622415f6bff0,trusted,weekday_rule,base_calendar,True,5,2024-01-06,complete
2024-01-06,0.00,26128.96,1,3503715.94,last_posted_transaction_or_prior_closing_balance,synb1_txn_e298ae69b977d8b3ea24c337,trusted,historical_transaction_override,historical_transaction_override,True,6,2024-01-07,complete
2024-01-07,0.00,115220.34,1,3388495.60,last_posted_transaction_or_prior_closing_balance,synb1_txn_6ea4bd3c2b7277f44a6f974f,trusted,historical_transaction_override,historical_transaction_override,True,7,2024-01-08,complete
2024-01-08,14171.08,0.00,2,3402666.68,last_posted_transaction_or_prior_closing_balance,synb1_txn_4ea7f2c8ad57db992e502b21,trusted,weekday_rule,base_calendar,True,8,2024-01-09,complete
2024-01-09,9804.72,0.00,1,3412471.40,last_posted_transaction_or_prior_closing_balance,synb1_txn_52d4d3db80ca917099cb8add,trusted,weekday_rule,base_calendar,True,9,2024-01-10,complete
2024-01-10,0.00,0.00,0,3412471.40,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,True,10,2024-01-11,complete
2024-01-11,0.00,0.00,0,3412471.40,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,True,11,2024-01-12,complete
2024-01-12,4028.96,38424.97,2,3378075.39,last_posted_transaction_or_prior_closing_balance,synb1_txn_f20bab65e034877d6cae66c6,trusted,weekday_rule,base_calendar,True,12,2024-01-13,complete
2024-01-13,5371.52,0.00,1,3383446.91,last_posted_transaction_or_prior_closing_balance,synb1_txn_f21c2ffde6faa494d05fd5df,trusted,historical_transaction_override,historical_transaction_override,True,13,2024-01-14,complete
2024-01-14,16230.98,0.00,2,3399677.89,last_posted_transaction_or_prior_closing_balance,synb1_txn_66a243301d078ff7f4250427,trusted,historical_transaction_override,historical_transaction_override,True,14,2024-01-15,complete
2024-01-15,0.00,0.00,0,3399677.89,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,True,15,2024-01-16,complete
2024-01-16,15653.49,0.00,1,3415331.38,last_posted_transaction_or_prior_closing_balance,synb1_txn_70f99f1853752b2153fd9fa8,trusted,weekday_rule,base_calendar,True,16,2024-01-17,complete
2024-01-17,4739.59,0.00,1,3420070.97,last_posted_transaction_or_prior_closing_balance,synb1_txn_20cb42c6576f469357f42b0a,trusted,weekday_rule,base_calendar,True,17,2024-01-18,complete
2024-01-18,19719.63,0.00,2,3439790.60,last_posted_transaction_or_prior_closing_balance,synb1_txn_aa7cc475f39c22e3050cd8d5,trusted,weekday_rule,base_calendar,True,18,2024-01-19,complete
2024-01-19,0.00,0.00,0,3439790.60,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,True,19,2024-01-20,complete
2024-01-20,9062.55,33813.95,2,3415039.20,last_posted_transaction_or_prior_closing_balance,synb1_txn_7c004f868b04b258cfd74c8e,trusted,historical_transaction_override,historical_transaction_override,True,20,2024-01-21,complete
2024-01-21,20729.58,0.00,1,3435768.78,last_posted_transaction_or_prior_closing_balance,synb1_txn_24f1fbe1dd78f11231d42f28,trusted,historical_transaction_override,historical_transaction_override,True,21,2024-01-22,complete
2024-01-22,0.00,0.00,0,3435768.78,last_posted_transaction_or_prior_closing_balance,,trusted,weekday_rule,base_calendar,True,22,2024-01-23,complete
