transaction_id,booking_datetime,debit_cny,credit_cny,post_transaction_balance_cny
synb1_txn_a2962f945b6bf554ba5ff237,2024-01-01T09:00:00,0.00,1550000.00,1550000.00
synb1_txn_7dc9ed916484ac2e9c6f49d3,2024-01-02T09:00:00,7021.93,0.00,1542978.07
synb1_txn_4182ebcf5eb974bbc47086ae,2024-01-02T15:00:00,0.00,5931.30,1548909.37
synb1_txn_f73c5d4e51302b03f1da2357,2024-01-05T09:00:00,30000.00,0.00,1518909.37
synb1_txn_a2bd42e9b67d653e1831bb8b,2024-01-06T09:00:00,7129.06,0.00,1511780.31
synb1_txn_ed303e3c795f2aeb056aa629,2024-01-11T15:00:00,0.00,2423.68,1514203.99
synb1_txn_57bfdf42b38582370f59756c,2024-01-12T09:00:00,2093.38,0.00,1512110.61
synb1_txn_4c27a9129f9e777deedff816,2024-01-12T15:00:00,0.00,68020.47,1580131.08
synb1_txn_b4f4d99161fe07ec1a32cf22,2024-01-14T09:00:00,281296.87,0.00,1298834.21
synb1_txn_73c3aa96d2c7e18672a187b1,2024-01-15T15:00:00,0.00,16879.38,1315713.59
synb1_txn_68ffd3637a1c4fcd3bc754d9,2024-01-16T15:00:00,0.00,16997.28,1332710.87
synb1_txn_87773fb3071ace32c1660570,2024-01-22T15:00:00,0.00,25222.90,1357933.77
synb1_txn_63bd8b053e6c798448b6332d,2024-01-25T09:00:00,10777.56,0.00,1347156.21
synb1_txn_4e0a86a223a1cedd8a9dcfa9,2024-01-27T15:00:00,0.00,39161.22,1386317.43
synb1_txn_d7ad941b21709619b7e166d5,2024-01-28T09:00:00,100000.00,0.00,1286317.43
synb1_txn_9b4d6cafb95239dc654c2b1d,2024-01-28T15:00:00,0.00,27763.77,1314081.20
synb1_txn_aa8140d968494a0fe74c5176,2024-02-05T09:00:00,30000.00,0.00,1284081.20
synb1_txn_4b2ebb193ad29920e21902eb,2024-02-05T15:00:00,0.00,17274.58,1301355.78
synb1_txn_eacbeb2218168df34ae75ee3,2024-02-05T15:00:00,0.00,73585.63,1374941.41
synb1_txn_f97ed92593396b047148acf4,2024-02-07T09:00:00,171449.63,0.00,1203491.78
synb1_txn_9ff707616b9ca81924a1a863,2024-02-07T09:00:00,44592.11,0.00,1158899.67
synb1_txn_8b33ac33afddff34e1b7da66,2024-02-07T15:00:00,0.00,16193.17,1175092.84
synb1_txn_a3fe7b4c807dc353cb1de68a,2024-02-07T15:00:00,0.00,3746.89,1178839.73
synb1_txn_5be6b126f42fe42d6ad141e9,2024-02-08T15:00:00,0.00,81338.50,1260178.23
synb1_txn_b9becc11e8d873057e81fe2c,2024-02-10T09:00:00,31927.45,0.00,1228250.78
synb1_txn_f8d07642b6244aa4a3c3442e,2024-02-10T15:00:00,0.00,215480.29,1443731.07
synb1_txn_7f05f257ca851a17c4a59ce2,2024-02-13T09:00:00,9532.90,0.00,1434198.17
synb1_txn_9fe73c5ef401ce528863ac8f,2024-02-14T09:00:00,1835.19,0.00,1432362.98
synb1_txn_c22c9faceb5c63389508de53,2024-02-14T09:00:00,64447.57,0.00,1367915.41
synb1_txn_c5a049f439468800a35517a1,2024-02-14T09:00:00,47876.73,0.00,1320038.68
synb1_txn_3665337a6bbcc84568da31f9,2024-02-16T09:00:00,1597.36,0.00,1318441.32
synb1_txn_4b81904b1e2b3edc1c846576,2024-02-16T09:00:00,42400.77,0.00,1276040.55
synb1_txn_4ba45f81ba93ad2b16b833a4,2024-02-16T15:00:00,0.00,16627.12,1292667.67
synb1_txn_5d13cb007adcf3af442bf194,2024-02-17T09:00:00,1861.88,0.00,1290805.79
synb1_txn_5123b427fa85a27da330077a,2024-02-18T09:00:00,5060.00,0.00,1285745.79
synb1_txn_ca9f463e9ba24b5a411457cd,2024-02-18T09:00:00,607.20,0.00,1285138.59
synb1_txn_66b54beac378876aca3581f5,2024-02-18T09:00:00,62579.35,0.00,1222559.24
synb1_txn_bec4612d731afb7a6a1ab3a1,2024-02-19T15:00:00,0.00,18055.67,1240614.91
synb1_txn_038133ee902190d5a85f8bb4,2024-02-20T15:00:00,0.00,49757.15,1290372.06
synb1_txn_b99830280b201f7538f04968,2024-02-22T09:00:00,27388.30,0.00,1262983.76
synb1_txn_b00b98a3822e3a0c083c4163,2024-02-22T09:00:00,35298.49,0.00,1227685.27
synb1_txn_902059c5b83dc59180265733,2024-02-26T15:00:00,0.00,9339.86,1237025.13
synb1_txn_fb681281a4751a9848fbf7a8,2024-02-27T09:00:00,5172.67,0.00,1231852.46
synb1_txn_25c6a7db148cfc73f5c3b818,2024-02-27T15:00:00,0.00,89241.14,1321093.60
synb1_txn_61e3a420c34ed089481381d0,2024-02-28T09:00:00,100000.00,0.00,1221093.60
synb1_txn_fce9d569cd304849a985412e,2024-03-03T15:00:00,0.00,45430.19,1266523.79
synb1_txn_d100dbb77b35e70872e7b981,2024-03-03T15:00:00,0.00,30175.11,1296698.90
synb1_txn_0d3bc7dad1ba57f43f35e19f,2024-03-04T15:00:00,0.00,24186.67,1320885.57
synb1_txn_5181c1269f292277c7272a70,2024-03-05T09:00:00,30000.00,0.00,1290885.57
synb1_txn_e01bf961bbc5c7334dc5cdbd,2024-03-05T09:00:00,167462.57,0.00,1123423.00
synb1_txn_fdf018ed2060b31f50082e34,2024-03-06T15:00:00,0.00,14761.33,1138184.33
synb1_txn_77cf278f2992c7383e01472b,2024-03-06T15:00:00,0.00,14498.32,1152682.65
synb1_txn_6bd94c23844a4605c325e07e,2024-03-09T15:00:00,0.00,35448.90,1188131.55
synb1_txn_4f9e457e9f40489d9825025a,2024-03-10T15:00:00,0.00,20789.76,1208921.31
synb1_txn_aa2d3bd8985b4c8757d60438,2024-03-12T15:00:00,0.00,62890.81,1271812.12
synb1_txn_14832eb77de076898af7dc96,2024-03-14T09:00:00,17013.01,0.00,1254799.11
synb1_txn_cb238236319ddfc9b31085ff,2024-03-15T09:00:00,16151.41,0.00,1238647.70
synb1_txn_ef176570bd3299b2cc811e85,2024-03-16T09:00:00,54485.22,0.00,1184162.48
synb1_txn_15f4ad801d98473672f54efc,2024-03-17T09:00:00,3848.59,0.00,1180313.89
synb1_txn_e0c28e10071ddf40c4b7fa43,2024-03-17T15:00:00,0.00,63059.55,1243373.44
synb1_txn_b2c1920c6522cad553a37b59,2024-03-18T09:00:00,5707.77,0.00,1237665.67
synb1_txn_da83dfb25bcb8d0acf429aca,2024-03-18T09:00:00,7176.00,0.00,1230489.67
synb1_txn_14896d59a80fb762d0ed69cd,2024-03-18T09:00:00,861.12,0.00,1229628.55
synb1_txn_e2d3d50e17c83a1bf96cf55c,2024-03-18T15:00:00,0.00,2949.35,1232577.90
synb1_txn_0610e09248ca5038c85c2e42,2024-03-20T15:00:00,0.00,680.16,1233258.06
synb1_txn_f7a39135c7ab66362970afe8,2024-03-23T09:00:00,228437.21,0.00,1004820.85
synb1_txn_c277a7a6147f72a0edf21e8f,2024-03-24T09:00:00,91423.66,0.00,913397.19
synb1_txn_c7f41e4884118f40a6a0f3d2,2024-03-25T15:00:00,0.00,91357.61,1004754.80
synb1_txn_f3c88e41826dfb4510036a05,2024-03-26T15:00:00,0.00,160534.20,1165289.00
synb1_txn_2149667191b1873c5dc4490b,2024-03-26T15:00:00,0.00,98781.13,1264070.13
synb1_txn_747f7d02a2a114c5702d109e,2024-03-27T09:00:00,54579.13,0.00,1209491.00
synb1_txn_42d89f5f40f97561d64da415,2024-03-27T15:00:00,0.00,89181.44,1298672.44
synb1_txn_50e6389419e0f928738f3c89,2024-03-27T15:00:00,0.00,43835.47,1342507.91
synb1_txn_d5d7bb06edcf13e52342a9a3,2024-03-28T09:00:00,100000.00,0.00,1242507.91
synb1_txn_c44fcce4c8fec5f1ac6531e4,2024-04-03T09:00:00,1975.04,0.00,1240532.87
synb1_txn_95df554d5be39f8c4cad1fed,2024-04-03T09:00:00,43236.70,0.00,1197296.17
synb1_txn_615e8d8ae8c7973134701371,2024-04-05T09:00:00,8025.95,0.00,1189270.22
synb1_txn_f584a31e3cc195b445c5344b,2024-04-05T09:00:00,30000.00,0.00,1159270.22
synb1_txn_b4ca176f87cc0bd3dee585fa,2024-04-05T15:00:00,0.00,21829.21,1181099.43
synb1_txn_fc85c662feb43b2283029949,2024-04-07T09:00:00,54675.08,0.00,1126424.35
synb1_txn_2c0b7cf676d973fd3afd6c08,2024-04-07T09:00:00,49052.87,0.00,1077371.48
synb1_txn_c86d247daffca565a41d5d03,2024-04-08T09:00:00,322000.00,0.00,755371.48
synb1_txn_33a5053d54245b9c1b4d8df1,2024-04-08T09:00:00,6789.86,0.00,748581.62
synb1_txn_ddae945065ec0d4c277ecff8,2024-04-08T15:00:00,0.00,241282.59,989864.21
synb1_txn_360c175c28e7d3075c9542de,2024-04-12T09:00:00,60832.04,0.00,929032.17
synb1_txn_9f5cbeed9b4e457fde3ddcb3,2024-04-12T15:00:00,0.00,295594.04,1224626.21
synb1_txn_c6323e83f86a02601bc0db5d,2024-04-13T09:00:00,6237.32,0.00,1218388.89
synb1_txn_584c84e78e84021554884773,2024-04-16T09:00:00,151935.80,0.00,1066453.09
synb1_txn_5072fab9402a56ad8dc3eddf,2024-04-18T09:00:00,15779.20,0.00,1050673.89
synb1_txn_b9718595a84da1b6d8e4d068,2024-04-18T09:00:00,9200.00,0.00,1041473.89
synb1_txn_bfce1f3295c4cb2752ed4e4d,2024-04-18T09:00:00,1104.00,0.00,1040369.89
synb1_txn_57ec080c3cbc141a72dd452e,2024-04-18T09:00:00,98263.24,0.00,942106.65
synb1_txn_0550ca7c2409a20f21212b2e,2024-04-18T15:00:00,0.00,72811.50,1014918.15
synb1_txn_645b233639a8f8ecfd2b65ef,2024-04-19T15:00:00,0.00,131.70,1015049.85
synb1_txn_35aef1209a7d286a9f4f27e7,2024-04-20T09:00:00,33645.98,0.00,981403.87
synb1_txn_afa17d17bf82a6bf26c18ed3,2024-04-23T09:00:00,8917.10,0.00,972486.77
synb1_txn_aaacfa2794efc1afe31365b9,2024-04-23T15:00:00,0.00,25747.50,998234.27
synb1_txn_cbe85afccd75a605c8cf3d3d,2024-04-25T15:00:00,0.00,161765.25,1159999.52
synb1_txn_413f713f90920c83616f464d,2024-04-25T15:00:00,0.00,3335.76,1163335.28
synb1_txn_eb9d08c885d278c1cc52f134,2024-04-26T09:00:00,3761.69,0.00,1159573.59
synb1_txn_159700b5c1a7f2ad607e8251,2024-04-26T15:00:00,0.00,83480.25,1243053.84
synb1_txn_5058a5bf49cb49fb006b9b32,2024-04-27T15:00:00,0.00,6662.20,1249716.04
synb1_txn_51aaa1053f5ef1a421f0fa54,2024-04-28T09:00:00,100000.00,0.00,1149716.04
synb1_txn_42507803deb6dfbadfec0f2e,2024-04-28T09:00:00,165962.53,0.00,983753.51
synb1_txn_b6ea64a2716ed4d5be0def1a,2024-05-03T15:00:00,0.00,202361.12,1186114.63
synb1_txn_8f43f36069d9eb0a6309db81,2024-05-03T15:00:00,0.00,9552.03,1195666.66
synb1_txn_1e5a1880c79a4b18b608eb37,2024-05-03T15:00:00,0.00,94307.17,1289973.83
synb1_txn_cca6e03f48bc62c69d589e7b,2024-05-04T09:00:00,3926.04,0.00,1286047.79
synb1_txn_cafdbc36fe95607d4d2a207d,2024-05-05T09:00:00,30000.00,0.00,1256047.79
synb1_txn_b10ac220930f967222279190,2024-05-08T09:00:00,584.77,0.00,1255463.02
synb1_txn_9396ce69afd0acdcb90e60b6,2024-05-08T15:00:00,0.00,12111.72,1267574.74
synb1_txn_531780a31c2d9890500c5441,2024-05-10T15:00:00,0.00,261705.93,1529280.67
synb1_txn_bd91d6e804b8440ea32af576,2024-05-12T15:00:00,0.00,13255.24,1542535.91
synb1_txn_2490e1a9476939f2ab7617b0,2024-05-15T09:00:00,179112.59,0.00,1363423.32
synb1_txn_2609f46f3555bcfccacc1f4e,2024-05-15T15:00:00,0.00,45030.54,1408453.86
synb1_txn_a15d918d33fe84077054f7cd,2024-05-15T15:00:00,0.00,31862.41,1440316.27
synb1_txn_f33171a0aa72ee7381955295,2024-05-15T15:00:00,0.00,68511.40,1508827.67
synb1_txn_b5aee3cf1be05221713e4603,2024-05-17T09:00:00,79292.82,0.00,1429534.85
synb1_txn_7d47acd222791c6626537636,2024-05-18T09:00:00,138000.00,0.00,1291534.85
