transaction_id,booking_datetime,debit_cny,credit_cny,post_transaction_balance_cny
synb1_txn_0f25ad775567ab95c29013eb,2024-01-01T09:00:00,0.00,4215539.83,4215539.83
synb1_txn_5a0c5b8aa43c54cdb08e5349,2024-01-05T09:00:00,37400.00,0.00,4178139.83
synb1_txn_6d3b57778290508a491834a4,2024-01-06T15:00:00,0.00,224122.69,4402262.52
synb1_txn_b371e0a139595a9b0fd96fb0,2024-01-07T09:00:00,112200.00,0.00,4290062.52
synb1_txn_7a0bd78a1e2e58335fe36400,2024-01-08T09:00:00,12176.41,0.00,4277886.11
synb1_txn_b22d1590d4e384dcbb6c0023,2024-01-11T15:00:00,0.00,888830.58,5166716.69
synb1_txn_000c7be4a158204290f6c6da,2024-01-12T09:00:00,80024.09,0.00,5086692.60
synb1_txn_ff0b006df01259f12d6860f9,2024-01-15T15:00:00,0.00,356026.73,5442719.33
synb1_txn_2031816fabebd832dc066098,2024-01-23T09:00:00,901.34,0.00,5441817.99
synb1_txn_a590fade35fd6426e7aaef0b,2024-01-24T09:00:00,8922.25,0.00,5432895.74
synb1_txn_14d4966fd8aa3e09cedca1cf,2024-01-26T09:00:00,1206828.61,0.00,4226067.13
synb1_txn_a0c4586d9a6752336e745474,2024-02-02T09:00:00,19540.49,0.00,4206526.64
synb1_txn_0983d13f67fbe5778b30709a,2024-02-03T15:00:00,0.00,183498.71,4390025.35
synb1_txn_fe0e112f606d48a1dfa25a54,2024-02-05T09:00:00,37400.00,0.00,4352625.35
synb1_txn_729f9cebe49270188169085a,2024-02-05T15:00:00,0.00,353967.96,4706593.31
synb1_txn_43ee2168dd71cccc5a1feaf0,2024-02-07T09:00:00,112200.00,0.00,4594393.31
synb1_txn_2cdcde7b2c8d67a8849c454d,2024-02-07T09:00:00,59719.59,0.00,4534673.72
synb1_txn_016556bfd94d77458aa406bb,2024-02-08T09:00:00,87405.41,0.00,4447268.31
synb1_txn_2b20092c149332efbb59cdb0,2024-02-08T15:00:00,0.00,985146.77,5432415.08
synb1_txn_23798428f7b012faf4ae4644,2024-02-09T15:00:00,0.00,111772.49,5544187.57
synb1_txn_a6061d2569d8a2983ffcdbfd,2024-02-10T15:00:00,0.00,461.11,5544648.68
synb1_txn_34da658ea94265e211b97019,2024-02-12T09:00:00,3876.60,0.00,5540772.08
synb1_txn_10601db9276aaff94eece34e,2024-02-13T15:00:00,0.00,4189.05,5544961.13
synb1_txn_ed099dcd22f8947280a92a54,2024-02-14T09:00:00,178200.00,0.00,5366761.13
synb1_txn_b44ede7ec42370e8d426049f,2024-02-15T15:00:00,0.00,732.18,5367493.31
synb1_txn_d2e84f9740a27b75b6b63ab8,2024-02-15T15:00:00,0.00,39235.57,5406728.88
synb1_txn_4fa56b59c33068298014cc1e,2024-02-15T15:00:00,0.00,224545.93,5631274.81
synb1_txn_74dc8dd0db5462f00212b1e3,2024-02-16T09:00:00,104400.56,0.00,5526874.25
synb1_txn_4a9160f30b3620d0f6ea68ce,2024-02-17T09:00:00,103213.62,0.00,5423660.63
synb1_txn_5c066edf491bbd99411597ce,2024-02-18T09:00:00,121783.60,0.00,5301877.03
synb1_txn_6ba31e8df3a1ec70c37641e4,2024-02-18T09:00:00,24483.00,0.00,5277394.03
synb1_txn_4b3024e01eb693d7d2468dad,2024-02-18T09:00:00,2937.96,0.00,5274456.07
synb1_txn_5141c53a6d1db11d06b703bf,2024-02-18T09:00:00,185809.50,0.00,5088646.57
synb1_txn_f7e2f0bff5c9d3cf77cddc6e,2024-02-20T09:00:00,1004984.40,0.00,4083662.17
synb1_txn_84138f334a03a4550634e455,2024-02-21T15:00:00,0.00,106171.99,4189834.16
synb1_txn_ce407e45250e6762420e5a2e,2024-02-23T15:00:00,0.00,104170.87,4294005.03
synb1_txn_140c35dbbe61dc872507cbdd,2024-02-24T09:00:00,2459.51,0.00,4291545.52
synb1_txn_360996400210eab8ced531af,2024-02-24T09:00:00,282748.90,0.00,4008796.62
synb1_txn_fc9d8391c5bb9b95872cbaf8,2024-02-25T09:00:00,7083.02,0.00,4001713.60
synb1_txn_9ef1c8e83e397509d0dbfd0e,2024-02-26T15:00:00,0.00,512847.37,4514560.97
synb1_txn_99cd21a9fd420a83ef7458ee,2024-03-05T09:00:00,37400.00,0.00,4477160.97
synb1_txn_afc0ad46994212a4166313b4,2024-03-05T09:00:00,101818.70,0.00,4375342.27
synb1_txn_74cd18ded05fa4d839caf6ac,2024-03-05T09:00:00,28582.49,0.00,4346759.78
synb1_txn_5083102af68d2907e0f1b8dd,2024-03-07T09:00:00,112200.00,0.00,4234559.78
synb1_txn_3f14ec4d27b64895c05a763d,2024-03-08T09:00:00,2456.23,0.00,4232103.55
synb1_txn_6ab008a878c21311fb4d0fdf,2024-03-09T15:00:00,0.00,370341.13,4602444.68
synb1_txn_a0d4afdae6d6c436c70cfbe2,2024-03-10T09:00:00,96413.31,0.00,4506031.37
synb1_txn_247f46a56b1d05576f36c86e,2024-03-10T15:00:00,0.00,725075.59,5231106.96
synb1_txn_6a3336645d8f690ec43db91e,2024-03-12T15:00:00,0.00,76962.57,5308069.53
synb1_txn_3edfaa9da0155e14e7ce16dc,2024-03-12T15:00:00,0.00,135053.43,5443122.96
synb1_txn_e797ba8d28d9abd72b0d1444,2024-03-13T15:00:00,0.00,234318.95,5677441.91
synb1_txn_c86d70bba63191eee6c36ace,2024-03-15T09:00:00,112480.11,0.00,5564961.80
synb1_txn_c1a9c001c7ae9d611503ee57,2024-03-15T09:00:00,309004.40,0.00,5255957.40
synb1_txn_b6cafbf855359b653e3fcedc,2024-03-15T09:00:00,419598.31,0.00,4836359.09
synb1_txn_7eea185833c2bb183b5943f5,2024-03-16T15:00:00,0.00,289358.39,5125717.48
synb1_txn_213c6f1472259dd6fc76af21,2024-03-17T09:00:00,19543.77,0.00,5106173.71
synb1_txn_8d8ed6a3afac00639ec08877,2024-03-17T15:00:00,0.00,41156.82,5147330.53
synb1_txn_7921abb80ba91508cf437074,2024-03-18T09:00:00,140745.83,0.00,5006584.70
synb1_txn_0f2ed1ec211b902b0e99e5c2,2024-03-18T09:00:00,27457.00,0.00,4979127.70
synb1_txn_fb385645ae33821f3f458b51,2024-03-18T09:00:00,3294.84,0.00,4975832.86
synb1_txn_91ea9a46e1f75bde54235a2f,2024-03-20T09:00:00,129800.00,0.00,4846032.86
synb1_txn_4eb08ee9bf6aa260defa9ea7,2024-03-20T09:00:00,52211.97,0.00,4793820.89
synb1_txn_7dea3869571be4c815ccb7b8,2024-03-22T09:00:00,156959.53,0.00,4636861.36
synb1_txn_2bbc257f41967ca77e02ea0e,2024-03-22T09:00:00,22895.04,0.00,4613966.32
synb1_txn_ce657c96da4b44a8180f70a8,2024-03-23T15:00:00,0.00,224401.33,4838367.65
synb1_txn_4aba3bc338c4f5c636d8b9a1,2024-03-24T09:00:00,385213.44,0.00,4453154.21
synb1_txn_329d4b77f8392a84d421ce0d,2024-03-25T15:00:00,0.00,6883.45,4460037.66
synb1_txn_3108b97145cb47df7174a43c,2024-03-25T15:00:00,0.00,110467.36,4570505.02
synb1_txn_ab9b749fb9c7bfc0539f17b3,2024-03-26T15:00:00,0.00,168261.49,4738766.51
synb1_txn_ebf079e93c00b49b47bbc3db,2024-03-26T15:00:00,0.00,165839.49,4904606.00
synb1_txn_341668deac1cadd9bdac40f0,2024-04-02T09:00:00,11267.12,0.00,4893338.88
synb1_txn_3b7ba2c06238ad53a0b908b6,2024-04-02T09:00:00,24656.95,0.00,4868681.93
synb1_txn_88e3924bd5fcec08573df063,2024-04-02T15:00:00,0.00,37438.31,4906120.24
synb1_txn_169790425b51f1ae8b5bb7c9,2024-04-04T09:00:00,17886.17,0.00,4888234.07
synb1_txn_37171f016d57f92cdc92a056,2024-04-04T15:00:00,0.00,277442.63,5165676.70
synb1_txn_27f3b43bb4f9f7070a73d5d8,2024-04-05T09:00:00,37400.00,0.00,5128276.70
synb1_txn_fc81002d3cc39a7e151a7b75,2024-04-05T09:00:00,31438.50,0.00,5096838.20
synb1_txn_1c005e010f310d9e89246217,2024-04-06T09:00:00,70231.91,0.00,5026606.29
synb1_txn_f7dff99e7296b820c3727873,2024-04-06T15:00:00,0.00,126388.66,5152994.95
synb1_txn_7af298ce1fc96a4f82b5ac74,2024-04-07T09:00:00,112200.00,0.00,5040794.95
synb1_txn_1817d99be797851c0a41cbfd,2024-04-08T09:00:00,601386.02,0.00,4439408.93
synb1_txn_e7f39a5838ff54255009593f,2024-04-10T09:00:00,350772.20,0.00,4088636.73
synb1_txn_f7ac249c6c823d4b634e12ab,2024-04-10T09:00:00,37393.06,0.00,4051243.67
synb1_txn_d61dd3e2d6562a9078f61967,2024-04-11T15:00:00,0.00,55416.35,4106660.02
synb1_txn_2b7e83ffe72c8665296ccfe8,2024-04-12T09:00:00,63155.58,0.00,4043504.44
synb1_txn_063764210e25052e144be18c,2024-04-15T09:00:00,7762.73,0.00,4035741.71
synb1_txn_7b34ffc3bade9ba62cc608b9,2024-04-15T09:00:00,1858.50,0.00,4033883.21
synb1_txn_d3a1cd127601cdc1c45da62a,2024-04-15T09:00:00,3799.54,0.00,4030083.67
synb1_txn_2bc4e1fb15ce0e6e88e92b26,2024-04-15T15:00:00,0.00,47385.66,4077469.33
synb1_txn_de192a09e74b2c35c29e0224,2024-04-15T15:00:00,0.00,615196.10,4692665.43
synb1_txn_a1a65021ea445aa7e78bd09c,2024-04-17T09:00:00,1111.65,0.00,4691553.78
synb1_txn_a48650cb76e7dd78b42b0999,2024-04-17T09:00:00,50310.95,0.00,4641242.83
synb1_txn_5bf5235bd077ad6685295ce0,2024-04-18T09:00:00,118774.33,0.00,4522468.50
synb1_txn_73a102621c539ee20cb0bb5a,2024-04-18T09:00:00,24164.00,0.00,4498304.50
synb1_txn_d603f9ebfd44a0abfe9fab56,2024-04-18T09:00:00,2899.68,0.00,4495404.82
synb1_txn_97e47001e58fd1483eaada6a,2024-04-19T15:00:00,0.00,143267.92,4638672.74
synb1_txn_b5096e6fad6b97198afac882,2024-04-19T15:00:00,0.00,110049.61,4748722.35
synb1_txn_bd58cf15f8ecd73cb10e82a3,2024-04-20T15:00:00,0.00,194414.38,4943136.73
synb1_txn_477eea8e17d806181b511146,2024-04-23T09:00:00,131016.36,0.00,4812120.37
synb1_txn_229ddd8a1be2c80833021043,2024-04-23T15:00:00,0.00,101145.14,4913265.51
synb1_txn_2de867d3055a12ce39785036,2024-04-23T15:00:00,0.00,46424.88,4959690.39
synb1_txn_16a00dc5af9b398dd6e544c4,2024-04-24T15:00:00,0.00,390330.36,5350020.75
synb1_txn_165d3aeb553f6b3b1b530678,2024-04-25T09:00:00,24718.26,0.00,5325302.49
synb1_txn_dd51d4bd14a0c3208e2dd397,2024-05-02T09:00:00,124331.69,0.00,5200970.80
synb1_txn_4d3558a1a3f5ed1450fdb709,2024-05-02T15:00:00,0.00,165743.94,5366714.74
synb1_txn_a36ab9d071da0a14dc40a10f,2024-05-04T09:00:00,24705.97,0.00,5342008.77
synb1_txn_67c54ce0d0906aad29d5c846,2024-05-04T09:00:00,86930.66,0.00,5255078.11
synb1_txn_29b923d122e5d8a66a92a054,2024-05-05T09:00:00,37400.00,0.00,5217678.11
synb1_txn_4cd83353e7030c635a9d7fe5,2024-05-06T09:00:00,12091.33,0.00,5205586.78
synb1_txn_6de26b4b05b058a08153b894,2024-05-07T09:00:00,112200.00,0.00,5093386.78
synb1_txn_afbf8d2d25c6c724f1cebd0f,2024-05-09T09:00:00,3120.05,0.00,5090266.73
synb1_txn_3ca39e07293e24a89a3bfa60,2024-05-10T15:00:00,0.00,253619.87,5343886.60
synb1_txn_b78428f0bcdf698d17903fff,2024-05-10T15:00:00,0.00,46117.91,5390004.51
synb1_txn_0a9eb834d9cffffb1c81eb1a,2024-05-11T15:00:00,0.00,201760.98,5591765.49
synb1_txn_e4f10eabb804d93db2f3124a,2024-05-11T15:00:00,0.00,210207.46,5801972.95
synb1_txn_f1e5dc6a6933afaaa85755a4,2024-05-14T15:00:00,0.00,424307.67,6226280.62
synb1_txn_0f62c0f4bc685430a67920fd,2024-05-16T09:00:00,18879.95,0.00,6207400.67
synb1_txn_f6ade8f3ad8d6579cdd8334a,2024-05-17T09:00:00,579566.53,0.00,5627834.14
synb1_txn_d8e05a22646da668d68e6f93,2024-05-18T09:00:00,226265.33,0.00,5401568.81
synb1_txn_9fc0b11d49571bc20bad773c,2024-05-20T09:00:00,89922.93,0.00,5311645.88
synb1_txn_03d3e6cc6e454301c5ba429f,2024-05-20T09:00:00,19639.00,0.00,5292006.88
synb1_txn_95fdc57dd491354d406fb5f8,2024-05-20T09:00:00,2356.68,0.00,5289650.20
synb1_txn_7f53a843e97551f17901c0a0,2024-05-20T15:00:00,0.00,110173.63,5399823.83
synb1_txn_38aff4379d8ad5080e82e943,2024-05-21T15:00:00,0.00,76830.89,5476654.72
synb1_txn_227287b85053f81dd743be8b,2024-05-23T09:00:00,111222.39,0.00,5365432.33
synb1_txn_39d1ee83faebcc30a3002bcd,2024-05-23T15:00:00,0.00,327281.46,5692713.79
synb1_txn_a99dd88739182d403e4591b6,2024-05-24T09:00:00,91636.28,0.00,5601077.51
synb1_txn_e9df4fd623a83467f36f437c,2024-05-25T09:00:00,152249.02,0.00,5448828.49
synb1_txn_528e820895db3b7733b96d3b,2024-05-25T15:00:00,0.00,366196.19,5815024.68
synb1_txn_a6ee629e839451ff5179bece,2024-05-26T09:00:00,67553.54,0.00,5747471.14
synb1_txn_609723e503b78692af1e232a,2024-05-27T09:00:00,9929.36,0.00,5737541.78
synb1_txn_73127cbfebc9963701ac95a0,2024-06-02T15:00:00,0.00,137453.99,5874995.77
synb1_txn_966c7e175a56224a1eaf1750,2024-06-05T09:00:00,4254.16,0.00,5870741.61
synb1_txn_a74534d3fde53f0159eec78c,2024-06-05T09:00:00,37400.00,0.00,5833341.61
synb1_txn_65ad8c063ab9b6b49759475f,2024-06-05T09:00:00,55393.20,0.00,5777948.41
synb1_txn_61af9fcd74691c499b3b5cd6,2024-06-06T09:00:00,4803.84,0.00,5773144.57
synb1_txn_c1d9df2373519367942daaf3,2024-06-06T15:00:00,0.00,189695.69,5962840.26
synb1_txn_f5bb7281012a767c0efc73bf,2024-06-07T09:00:00,112200.00,0.00,5850640.26
synb1_txn_8f8307b3486944e290a45a14,2024-06-09T09:00:00,8794.98,0.00,5841845.28
synb1_txn_d82d7812616de80b03577931,2024-06-10T09:00:00,16172.94,0.00,5825672.34
synb1_txn_d10ee09e4140151517b527da,2024-06-10T09:00:00,231826.50,0.00,5593845.84
synb1_txn_ca3eafd90608ac97812d2364,2024-06-10T15:00:00,0.00,12860.90,5606706.74
synb1_txn_8666b303192e0797e9eb8672,2024-06-10T15:00:00,0.00,231633.48,5838340.22
synb1_txn_6958d88a6f3781f9067c5601,2024-06-11T09:00:00,2951.75,0.00,5835388.47
synb1_txn_44667aabeaef7f3d15bca617,2024-06-11T15:00:00,0.00,3233.77,5838622.24
synb1_txn_d59230b6a07fe7982ad86635,2024-06-11T15:00:00,0.00,580763.81,6419386.05
