transaction_id,booking_datetime,debit_cny,credit_cny,post_transaction_balance_cny
synb1_txn_2742b1280cd6cd22eed766fa,2025-01-01T09:00:00,0.00,8054347.84,8054347.84
synb1_txn_489112186f4f9dd2fc68376f,2025-01-03T16:50:16,28624.25,0.00,8025723.59
synb1_txn_944010c3668e48df14f86a1e,2025-01-04T10:09:42,78830.17,0.00,7946893.42
synb1_txn_f01d408fc3b9bd98b5fb786c,2025-01-06T16:00:54,66832.44,0.00,7880060.98
synb1_txn_38b5e2c187b3749031431018,2025-01-08T16:44:34,71064.67,0.00,7808996.31
synb1_txn_11f36c536b41f50831768965,2025-01-14T17:53:39,26179.51,0.00,7782816.80
synb1_txn_d4345ac2d3d4a99b454e9986,2025-01-15T17:37:24,22943.72,0.00,7759873.08
synb1_txn_c2d9299cd7b4ceaa9060c92b,2025-01-18T13:44:27,31845.28,0.00,7728027.80
synb1_txn_1c491d21d44aa66b47b7874f,2025-01-22T16:04:08,32974.96,0.00,7695052.84
synb1_txn_b3ac6f27fc86b552f3f49b7e,2025-01-23T16:02:18,82332.72,0.00,7612720.12
synb1_txn_e7a2b096124cc5bea4f80217,2025-01-26T12:43:27,23529.44,0.00,7589190.68
synb1_txn_ef418f6ce429f520b258403f,2025-01-27T11:19:30,19630.74,0.00,7569559.94
synb1_txn_aab01e4e809628d89714309e,2025-01-31T13:15:31,23614.10,0.00,7545945.84
synb1_txn_553c8b220078be6bcf999bbf,2025-02-03T09:00:00,0.00,4485900.00,12031845.84
synb1_txn_156f7bf3b57e8744b1edf71d,2025-02-08T10:28:49,29755.01,0.00,12002090.83
synb1_txn_f6aff57aaf2fa5fcd4d7487d,2025-02-08T10:40:10,27128.41,0.00,11974962.42
synb1_txn_58298becb8fc3ea8616be918,2025-02-10T13:14:24,21487.55,0.00,11953474.87
synb1_txn_da15eecd11a9ed76ffcf732b,2025-02-13T16:53:25,27788.84,0.00,11925686.03
synb1_txn_813111470e5af17a85072ba7,2025-02-14T11:01:42,32761.70,0.00,11892924.33
synb1_txn_01291e3e27eef1d2ae58a0cc,2025-02-15T14:32:27,20289.27,0.00,11872635.06
synb1_txn_da4fd353db0fcd95705f27c0,2025-02-16T14:59:02,74995.47,0.00,11797639.59
synb1_txn_e5c6031e13b82c02a191ba41,2025-02-16T15:17:19,20812.77,0.00,11776826.82
synb1_txn_cc6b909208f9a767c5c45946,2025-02-21T11:14:34,65524.51,0.00,11711302.31
synb1_txn_1abe38062e837d5978127613,2025-02-22T15:38:14,29318.45,0.00,11681983.86
synb1_txn_5a15d1d6b7086675044d17fd,2025-02-27T12:36:22,80282.51,0.00,11601701.35
synb1_txn_f9f514e28ffcc68593bc6cda,2025-02-28T10:59:37,78257.51,0.00,11523443.84
synb1_txn_368a2bed9eecbbb47ce5af4e,2025-03-01T14:27:50,80574.71,0.00,11442869.13
synb1_txn_286c4ab00d159ed559a7b017,2025-03-02T10:49:12,0.00,394555.30,11837424.43
synb1_txn_34efeea701767f6e1f003fe8,2025-03-03T09:00:00,13764.95,0.00,11823659.48
synb1_txn_187d50c109eb406f5fc7feb4,2025-03-03T15:03:41,22258.62,0.00,11801400.86
synb1_txn_c0b49122da3d8a4765b944e8,2025-03-04T16:06:37,34156.27,0.00,11767244.59
synb1_txn_7cad2967237dcaf013f81467,2025-03-05T10:10:11,2376886.42,0.00,9390358.17
synb1_txn_7eadec13683686e69090242a,2025-03-06T16:54:33,2486007.76,0.00,6904350.41
synb1_txn_c85f6c8aeab465c8ef2ec6aa,2025-03-07T10:01:32,78353.35,0.00,6825997.06
synb1_txn_7039cae1b6d737fa0f7d6a93,2025-03-07T11:47:21,0.00,328827.73,7154824.79
synb1_txn_0ee31e4d15439f965f6a25bc,2025-03-07T16:04:07,2329787.04,0.00,4825037.75
synb1_txn_594d841e89d4b807363571b8,2025-03-07T16:32:37,26805.38,0.00,4798232.37
synb1_txn_240e71ced6a4b4c569e7b85b,2025-03-08T12:36:02,22049.82,0.00,4776182.55
synb1_txn_f3ef978b2bb50887a6bad1a7,2025-03-08T16:56:57,71464.03,0.00,4704718.52
synb1_txn_b28286ccf960346f407a7cb2,2025-03-10T17:10:27,0.00,419843.90,5124562.42
synb1_txn_2998d315d67d5ce92cd83f03,2025-03-14T11:32:32,25528.34,0.00,5099034.08
synb1_txn_a43bfa941f2d40d661f59270,2025-03-17T15:47:47,2670674.62,0.00,2428359.46
synb1_txn_4a2555f4baafa5878f60fb7f,2025-03-20T16:50:17,0.00,441791.07,2870150.53
synb1_txn_35a57362c7602116e5429003,2025-03-21T11:39:38,23444.44,0.00,2846706.09
