方法,资料,企业编号,来源组,余额走势,预测日期,预测内容,实际余额_cny,预测余额_cny,预测下限_cny,预测上限_cny,绝对误差_cny,实际余额是否落在范围内,范围宽度占预测日余额比例,漏出范围扣分
B_LSTM_选用版本,逐笔金额余额用途,business_102_a1_l_abundant_t07,F-SHAPE-A1-L-07,长期上升,2025-05-12,下一银行营业日的日末余额,4558638.55,4581575.41159922,4411568.493657093,4751582.329541347,22936.861599219963,1,0.0745437267983469,0.0745437267983469
B_LSTM_选用版本,逐笔金额余额用途,business_102_a1_l_abundant_t07,F-SHAPE-A1-L-07,长期上升,2025-05-12,以后10个银行营业日的日均余额,4752485.302,4615322.219869411,3661142.933487554,5569501.506251267,137163.08213058952,1,0.41838344522488036,0.41838344522488036
B_LSTM_选用版本,逐笔金额余额用途,business_102_a1_l_abundant_t07,F-SHAPE-A1-L-07,长期上升,2025-05-12,以后30个银行营业日的日均余额,4706828.721,4634368.899622946,3244903.9453874836,6023833.8538584085,72459.82137705386,1,0.6092451836557886,0.6092451836557886
B_LSTM_选用版本,逐笔金额余额用途,business_102_a1_l_abundant_t08,F-SHAPE-A1-L-08,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,4594860.55,4464174.898563332,4298210.231985933,4630139.565140731,130685.65143666789,1,0.07454372679834702,0.07454372679834702
B_LSTM_选用版本,逐笔金额余额用途,business_102_a1_l_abundant_t08,F-SHAPE-A1-L-08,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,4721474.532,4516890.121601123,3585398.338582429,5448381.904619818,204584.4103988763,1,0.4183834452248805,0.4183834452248805
B_LSTM_选用版本,逐笔金额余额用途,business_102_a1_l_abundant_t08,F-SHAPE-A1-L-08,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,4577100.312000001,4527014.404679344,3170586.733135007,5883442.076223681,50085.907320656814,1,0.6092451836557885,0.6092451836557885
B_LSTM_选用版本,逐笔金额余额用途,business_102_a1_l_abundant_t09,F-SHAPE-A1-L-09,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,4109222.02,4125110.584351457,3971952.222545142,4278268.946157773,15888.564351457171,1,0.07454372679834691,0.07454372679834691
B_LSTM_选用版本,逐笔金额余额用途,business_102_a1_l_abundant_t09,F-SHAPE-A1-L-09,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,4454201.687,4200659.2286063535,3341043.995645582,5060274.461567124,253542.4583936464,1,0.41838344522488036,0.41838344522488036
B_LSTM_选用版本,逐笔金额余额用途,business_102_a1_l_abundant_t09,F-SHAPE-A1-L-09,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,4377408.238666667,4129402.297515984,2877640.4353873287,5381164.159644639,248005.9411506825,1,0.6092451836557885,0.6092451836557885
B_LSTM_选用版本,逐笔金额余额用途,business_102_a1_l_abundant_t10,F-SHAPE-A1-L-10,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,4677206.01,4695162.724459067,4520834.540964554,4869490.90795358,17956.71445906721,1,0.07454372679834684,0.07454372679834684
