方法,资料,企业编号,来源组,余额走势,预测日期,预测内容,实际余额_cny,预测余额_cny,预测下限_cny,预测上限_cny,绝对误差_cny,实际余额是否落在范围内,范围宽度占预测日余额比例,漏出范围扣分
A_LSTM_选用版本,每天余额收入支出,business_102_a1_l_abundant_t07,F-SHAPE-A1-L-07,长期上升,2025-05-12,下一银行营业日的日末余额,4558638.55,4561884.171184236,4404941.961912208,4718826.380456264,3245.62118423637,1,0.06881518300970295,0.06881518300970295
A_LSTM_选用版本,每天余额收入支出,business_102_a1_l_abundant_t07,F-SHAPE-A1-L-07,长期上升,2025-05-12,以后10个银行营业日的日均余额,4752485.302,4521171.229747057,3696976.989009748,5345365.470484366,231314.07225294318,1,0.3613882955704628,0.3613882955704628
A_LSTM_选用版本,每天余额收入支出,business_102_a1_l_abundant_t07,F-SHAPE-A1-L-07,长期上升,2025-05-12,以后30个银行营业日的日均余额,4706828.721,4471407.434280532,3268367.9613363137,5674446.907224751,235421.2867194675,1,0.5275023327539478,0.5275023327539478
A_LSTM_选用版本,每天余额收入支出,business_102_a1_l_abundant_t08,F-SHAPE-A1-L-08,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,4594860.55,4451298.918289655,4298088.321044317,4604509.515534992,143561.63171034493,1,0.06881518300970285,0.06881518300970285
A_LSTM_选用版本,每天余额收入支出,business_102_a1_l_abundant_t08,F-SHAPE-A1-L-08,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,4721474.532,4425718.805600713,3621121.4161842195,5230316.1950172065,295755.72639928665,1,0.36138829557046287,0.36138829557046287
A_LSTM_选用版本,每天余额收入支出,business_102_a1_l_abundant_t08,F-SHAPE-A1-L-08,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,4577100.312000001,4404841.445852657,3230406.6203557067,5579276.271349607,172258.866147344,1,0.5275023327539478,0.5275023327539478
A_LSTM_选用版本,每天余额收入支出,business_102_a1_l_abundant_t09,F-SHAPE-A1-L-09,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,4109222.02,4109075.8170669302,3967687.3844000297,4250464.249733831,146.2029330697842,1,0.06881518300970292,0.06881518300970292
A_LSTM_选用版本,每天余额收入支出,business_102_a1_l_abundant_t09,F-SHAPE-A1-L-09,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,4454201.687,4083368.5140863433,3340856.1431221366,4825880.88505055,370833.17291365657,1,0.36138829557046265,0.36138829557046265
A_LSTM_选用版本,每天余额收入支出,business_102_a1_l_abundant_t09,F-SHAPE-A1-L-09,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,4377408.238666667,4073690.937121924,2989878.8364449795,5157503.0377988685,303717.30154474266,1,0.5275023327539476,0.5275023327539476
A_LSTM_选用版本,每天余额收入支出,business_102_a1_l_abundant_t10,F-SHAPE-A1-L-10,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,4677206.01,4676408.55897172,4515477.165195604,4837339.952747836,797.4510282799602,1,0.06881518300970282,0.06881518300970282
A_LSTM_选用版本,每天余额收入支出,business_102_a1_l_abundant_t10,F-SHAPE-A1-L-10,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,4979983.934,4650297.068634247,3805153.314641335,5495440.82262716,329686.86536575295,1,0.36138829557046276,0.36138829557046276
A_LSTM_选用版本,每天余额收入支出,business_102_a1_l_abundant_t10,F-SHAPE-A1-L-10,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,5078247.851333333,4609608.182568531,3375989.6420456385,5843226.723091423,468639.6687648026,1,0.5275023327539478,0.5275023327539478
