transaction_id,booking_datetime,direction_cn,amount_cny,cash_flow_type_cn,usage_scope_cn
synb1_txn_7ed958afde1fef2c13f4dab5,2024-01-01T09:00:00,流入,3600000.00,股东注资或股东借款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_a9c44789de1fa98a46706e19,2024-01-03T09:00:00,流出,60000.00,投用设备购买款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_84e5b07378d690c36fea0289,2024-01-03T09:00:00,流出,25038.02,固定场地租赁付款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_71e2d425ed25aa7b9246d11c,2024-01-03T15:00:00,流入,10167.56,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_7136dd00089f7cd0a0161904,2024-01-03T15:00:00,流入,6095.83,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_675d93a95580f60050b4462f,2024-01-07T09:00:00,流出,113169.05,持续服务班组工资,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_86477b5b40f0798b5dc32f41,2024-01-07T09:00:00,流出,130719.23,备件到货后按供应合同付款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_b27505d2efb8991511fc7810,2024-01-07T15:00:00,流入,3765.77,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_9c4fc5f6402be5fa1694dcce,2024-01-07T15:00:00,流入,7837.50,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_dfdfda34871a6fd2c98cdc6b,2024-01-09T15:00:00,流入,13066.66,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_aedb797ba810bc085314a3e5,2024-01-10T15:00:00,流入,6705.88,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_669001ce02a4b1579771b11f,2024-01-10T15:00:00,流入,10555.55,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_de54a4c2c04eddf5ba34de9c,2024-01-11T15:00:00,流入,13602.89,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_564c048e2b3097ee266cbdaa,2024-01-12T09:00:00,流出,169935.01,备件到货后按供应合同付款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_1af412ed0ae419d46be10677,2024-01-12T15:00:00,流入,9575.99,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_838ee744f701b9c4c2eccc36,2024-01-13T15:00:00,流入,22400.00,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_ebe650ebdbd6a48713dec49b,2024-01-14T15:00:00,流入,12033.33,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_5db0df8da6156f8f2de4b0a4,2024-01-14T15:00:00,流入,12294.12,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_52c38fbf26047507f3f17845,2024-01-14T15:00:00,流入,21111.11,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_443237ea0a97670230b63622,2024-01-15T15:00:00,流入,9917.72,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_b905967424b50539ea99400f,2024-01-15T15:00:00,流入,19330.44,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_d0da817365d6d9aaf02bcf31,2024-01-16T15:00:00,流入,8157.34,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_7c6ba7f28718a716c1d0188b,2024-01-16T15:00:00,流入,20266.66,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_039e6d68d4d5c38dc7bc88d3,2024-01-17T15:00:00,流入,19769.04,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_11c0b8cc311d0e7032b1f545,2024-01-18T15:00:00,流入,19619.85,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_58501f3e90e4ec47226afcbc,2024-01-18T15:00:00,流入,12033.33,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_37c12a945bf4a9aeb53304e6,2024-01-18T15:00:00,流入,8866.66,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_d9cc0ad892276024d7a489b7,2024-01-19T15:00:00,流入,6599.99,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_c2a8b0c3cbf6dfb90b3c8b6a,2024-01-19T15:00:00,流入,10348.94,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_6cebcb298333b7f6d51f79c0,2024-01-19T15:00:00,流入,9120.00,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_0eea44cf71e6eb0d605de5ad,2024-01-20T15:00:00,流入,10133.34,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_01bf2bf422393e5af8d91e58,2024-01-20T15:00:00,流入,7037.05,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_99d2a931650b59acd3d4790a,2024-01-21T15:00:00,流入,9364.29,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_73eac2549fe5886d9352f57d,2024-01-21T15:00:00,流入,6778.37,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_a53659a8d208ac292f4d73fe,2024-01-22T15:00:00,流入,13313.48,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_03bbacd12bce490107da6933,2024-01-22T15:00:00,流入,17733.34,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_a341799308b6062bba80c708,2024-01-23T15:00:00,流入,7333.34,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_69a25f28522780cd0eccb3ad,2024-01-23T15:00:00,流入,13680.00,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_d97a8a54ad000e47b6998ec9,2024-01-24T15:00:00,流入,24629.68,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_a81947adac7b85b2ef9aef45,2024-01-25T09:00:00,流出,46437.36,合规、技术支持及外部服务费,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_d3356d69747f58c1f434eb68,2024-01-25T15:00:00,流入,21088.29,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_9e885b024419338e5efda1fc,2024-01-28T15:00:00,流入,3929.91,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_afaccf47fd307e5d038f5ff3,2024-01-28T15:00:00,流入,7536.66,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_a9ef6005d166867838e69ea5,2024-02-01T15:00:00,流入,10003.42,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_64272561ac81aa96869e043a,2024-02-01T15:00:00,流入,10196.67,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_1f19f03009502644c07bc6d0,2024-02-03T09:00:00,流出,25038.02,固定场地租赁付款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_90800666f1ece7ea65ea271d,2024-02-06T15:00:00,流入,6377.02,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_957b138cfd43fbd87168d2c7,2024-02-07T09:00:00,流出,113169.05,持续服务班组工资,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_839cb3a48b9c23f9d847c464,2024-02-08T09:00:00,流出,116382.28,备件到货后按供应合同付款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_a9ad51a55917632ceb2579e9,2024-02-09T15:00:00,流入,11603.41,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_7b887309b7cade79728569fa,2024-02-09T15:00:00,流入,6660.82,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_160aa70063c0a0a5afcfbbd9,2024-02-09T15:00:00,流入,15951.41,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_d4ceb212179a72c36735b3cb,2024-02-10T15:00:00,流入,6802.17,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_259a6e9e80bc82d4f7215360,2024-02-10T15:00:00,流入,17132.94,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_939fac21791c54ff7b8b9bac,2024-02-11T15:00:00,流入,21218.49,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_8a78355a965887c58b3f91bf,2024-02-11T15:00:00,流入,15229.28,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_bdc334f836bff201232cc27f,2024-02-12T15:00:00,流入,7413.29,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_0a6efe3d1a02fc66c375c7ce,2024-02-12T15:00:00,流入,13670.17,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_d6585a67325715b8005808f4,2024-02-12T15:00:00,流入,11861.26,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_c3c0e855db35bd5c5c60432b,2024-02-13T15:00:00,流入,8165.37,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_ae4de44db0a3681b734838f8,2024-02-13T15:00:00,流入,19329.47,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_7bd44ade5a4dbf3020690796,2024-02-13T15:00:00,流入,7836.28,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_557f4c4440d7d5dae79b4fac,2024-02-13T15:00:00,流入,19632.51,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_ab8e2a5af51200fd6f1f5d77,2024-02-14T15:00:00,流入,17132.95,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_2840bb3d743bba20a447a8ac,2024-02-15T09:00:00,流出,184271.96,备件到货后按供应合同付款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_4a16e7206ed44cd52cb18780,2024-02-15T15:00:00,流入,9093.64,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_65c188131ae4abbcb7993cec,2024-02-15T15:00:00,流入,16400.77,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_b1546aae1953516cb5914f6b,2024-02-16T15:00:00,流入,4447.98,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_72adc3037504c6eb439edb67,2024-02-16T15:00:00,流入,16641.96,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_afddf4915888871848b075f9,2024-02-16T15:00:00,流入,19768.79,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_047cc3bf82b32516b3107aa9,2024-02-17T15:00:00,流入,9664.74,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_dd326e59679146c6a21a65dc,2024-02-17T15:00:00,流入,7028.90,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_096070484a2c3a52c924f988,2024-02-18T15:00:00,流入,6389.91,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_23b180af74259ea5278f7e57,2024-02-21T15:00:00,流入,14792.96,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_ff5c799c8cb40cba182bf816,2024-02-21T15:00:00,流入,14057.80,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_4d81957ab268ad122e27e4cf,2024-02-22T15:00:00,流入,6789.28,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_f2b4c71bf335767c12356cf5,2024-02-23T15:00:00,流入,9594.44,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_c28be4a4affa95c9afad36a9,2024-02-25T09:00:00,流出,46437.36,合规、技术支持及外部服务费,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_aeb4be064d38003ff5f08ef5,2024-02-25T15:00:00,流入,14201.25,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_4f96cf63c16f77bc994b8775,2024-02-26T15:00:00,流入,5930.63,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_209e706c98c598e3fbe20d09,2024-02-27T15:00:00,流入,7538.50,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_f67cfd9ad9ee2b720ec1c92e,2024-02-27T15:00:00,流入,19188.89,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_d545b67dbf88345d7ea89e66,2024-02-28T09:00:00,流出,4560.00,缴纳模拟增值税,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_8eec96041e334688e8ece94d,2024-02-28T09:00:00,流出,547.20,缴纳附加税,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_2d3271e007fa45f9c544f5d3,2024-02-28T15:00:00,流入,14178.98,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_c35776f1cbe3062b12fbdd42,2024-02-28T15:00:00,流入,6336.14,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_a3687881f1e89da88d7ddfb1,2024-03-01T15:00:00,流入,5930.64,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_303a8d9452cf1edc54ce5381,2024-03-02T15:00:00,流入,17712.84,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_34515b7bbb02b9fc4ea105cc,2024-03-03T09:00:00,流出,25038.02,固定场地租赁付款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_8cd9bb4131ef6fa30ce44ba9,2024-03-03T15:00:00,流入,17451.07,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_113f73c87aa3dd554676ff74,2024-03-03T15:00:00,流入,6843.05,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_539fa5232fb09523a54d6bb7,2024-03-04T15:00:00,流入,15075.40,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_9ff65cb66b08850b1374b09f,2024-03-06T15:00:00,流入,5681.30,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_b408a8de9876e43b61746668,2024-03-07T09:00:00,流出,113169.05,持续服务班组工资,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_338f3a1d5fb7dcdb380b2c10,2024-03-08T15:00:00,流入,17816.40,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_fbbc3769373650da425c251e,2024-03-10T15:00:00,流入,6279.35,客户交付验收后的合同回款,仅供人工查看；不得作为模型输入或导入数据库
