transaction_id,booking_datetime,direction_cn,amount_cny,cash_flow_type_cn,usage_scope_cn
synb1_txn_d5743188a913bec645ec473f,2024-01-01T09:00:00,流入,1600000.00,股东注资或股东借款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_e3c7dad634dbebfa7b69d294,2024-01-02T15:00:00,流入,76399.55,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_3cd4a01f586cf8789683eb82,2024-01-04T09:00:00,流出,55835.75,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_6705ec27e55274e61c31018f,2024-01-05T09:00:00,流出,6200.00,支付租赁及场地费用,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_a0597f6ad2742d82e77c0281,2024-01-07T09:00:00,流出,26000.00,支付当期工资,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_84280db20f7b532c6012d42b,2024-01-07T09:00:00,流出,8527.50,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_4663f003af0cbd25f6f29b61,2024-01-08T09:00:00,流出,2100.40,支付经营维护费用,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_b9d08961034954e5cb79ec0c,2024-01-10T09:00:00,流出,2499.60,支付经营维护费用,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_58ebf549c74d62452d9aa5f0,2024-01-12T09:00:00,流出,59.88,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_a972d4f0e8253b48960ae897,2024-01-13T09:00:00,流出,10102.86,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_624e4b7596024627577e58bd,2024-01-15T15:00:00,流入,11958.67,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_efd878a14b521c4616172d51,2024-01-21T15:00:00,流入,58519.64,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_01f1bd985df833d4e2fbd988,2024-01-22T15:00:00,流入,26066.20,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_e78eeee4f9f14ea4ac1f49ad,2024-01-23T15:00:00,流入,655.94,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_301d587958e6f3d16ffd1f9b,2024-01-24T09:00:00,流出,70000.00,支付设备合同分期款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_02cf09e592c151d6dd5875e0,2024-01-25T09:00:00,流出,20269.37,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_df61ec10b72a97292a6ee836,2024-01-27T09:00:00,流出,72644.64,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_c49d09e85a2fa027bd27de52,2024-02-05T09:00:00,流出,6200.00,支付租赁及场地费用,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_61fbf63dbd444b7cc1181dd1,2024-02-07T09:00:00,流出,26000.00,支付当期工资,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_d27366b05a41fb3a2b83e741,2024-02-11T15:00:00,流入,31367.70,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_000cb1dd5df640ff2fbd073d,2024-02-12T09:00:00,流出,2777.97,支付经营维护费用,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_9e27bd4ce3100447e9f66ab2,2024-02-12T09:00:00,流出,10714.93,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_3e7df0af86db4e3746cea915,2024-02-13T09:00:00,流出,573.97,支付经营维护费用,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_385db073609a6729e2f7f0f3,2024-02-14T15:00:00,流入,20104.45,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_9e16eac766a17815fd9911b1,2024-02-15T09:00:00,流出,3543.89,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_cd0b79a0c9015ba3686a8368,2024-02-15T09:00:00,流出,16322.61,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_9a134cbd9f4af823b62b1fc7,2024-02-16T15:00:00,流入,54927.85,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_594d5b88fd62ddcc2e7b2364,2024-02-17T15:00:00,流入,15175.63,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_12a41c6d3912111a2d2c3b3d,2024-02-18T09:00:00,流出,9372.80,缴纳企业所得税,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_b0d614b04fc7ac0f7f8cb350,2024-02-18T09:00:00,流出,2800.00,缴纳模拟增值税,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_138b5af65c80bc1cbb443b8a,2024-02-18T09:00:00,流出,336.00,缴纳附加税,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_19fd76913de1f1f6bda5c2d3,2024-02-19T09:00:00,流出,4351.65,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_6452441fb6292133782df01e,2024-02-20T09:00:00,流出,44608.75,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_3d45c78cda4e04bab3f56c58,2024-02-20T09:00:00,流出,4038.02,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_63d2a9ae1974bd5a441cecdb,2024-02-21T09:00:00,流出,60000.00,支付设备合同分期款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_79c7b0af49dea8738ecb4122,2024-02-21T15:00:00,流入,25800.04,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_e1d84add5f11fd78626623cc,2024-02-22T09:00:00,流出,346.84,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_fd45d8be2c3973c9e25a5e58,2024-02-22T15:00:00,流入,36121.59,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_6833e7c11c64c242f7a19515,2024-02-23T09:00:00,流出,1008.98,支付经营维护费用,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_3bbecdbdbcbceeaad840fb75,2024-02-23T09:00:00,流出,4155.92,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
