transaction_id,booking_datetime,direction_cn,amount_cny,cash_flow_type_cn,usage_scope_cn
synb1_txn_a75fe02d1fde9fa1317b691e,2024-01-01T09:00:00,流入,400000.00,股东注资或股东借款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_6273101795329f9f80018528,2024-01-02T09:00:00,流出,67315.44,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_f2432d5c237b6bb794c91ed6,2024-01-05T09:00:00,流出,6800.00,支付租赁及场地费用,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_ef2480c57892e2c4e79f1256,2024-01-05T09:00:00,流出,105686.25,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_6bfbb8ffc83b574f9ffcbff8,2024-01-07T09:00:00,流出,29000.00,支付当期工资,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_01ed9201e9a6ae3ac25c0aee,2024-01-13T09:00:00,流出,3932.42,支付经营维护费用,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_88b389ea3605f5a11061e977,2024-01-13T15:00:00,流入,66455.23,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_ae54ad7dfc2be9a20aa1c212,2024-01-14T09:00:00,流出,1110.33,支付经营维护费用,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_f1999bced8e3052e6b14edde,2024-01-16T15:00:00,流入,27559.63,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_e45dbab2a0fd793e6a88fa95,2024-01-20T09:00:00,流出,4126.13,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_52878b5e79352df55f286e5e,2024-01-23T15:00:00,流入,1985.14,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_c2bc15685772e33751e0e2ff,2024-01-26T09:00:00,流出,2552.18,支付已承诺材料及外协款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_dd8815dfaee86f09772f703d,2024-01-27T09:00:00,流出,157.25,支付经营维护费用,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_bc85119ebabfe539019d580d,2024-02-04T15:00:00,流入,6400.98,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_9e0de0d1f33379031e441881,2024-02-05T09:00:00,流出,6800.00,支付租赁及场地费用,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_88eb01c97401efee0c1e7b07,2024-02-07T09:00:00,流出,29000.00,支付当期工资,仅供人工查看；不得作为模型输入或导入数据库
synb1_txn_6ab6a168ac9513a9105b0f0e,2024-02-07T15:00:00,流入,2079.55,客户支付已交付订单款,仅供人工查看；不得作为模型输入或导入数据库
